Module,Sign,logFC,AxeExpr,t,P,adjP,Z,Count
M00434,Pos,2.03257433916308,7.97892951321882,5.44928347710189,1.55812357939139e-07,7.695344098471851e-07,5.2455552488827095,1
M00443,Neg,-3.34900601797042,0.571802009092615,-5.6301783992097905,2.84341249590159e-07,1.32022877204916e-06,-5.13354086991847,1
M00445,Neg,-2.6940732423004503,-0.912604928924957,-3.9355844013312598,0.00013382043553683898,0.00038092645269921,-3.8193193244156496,1
M00450,Neg,-3.521271775933485,0.3217792509522237,-5.25463682387702,2.7826602988896927e-05,8.51611298129268e-05,-4.914529030122836,2
M00452,Neg,-2.7542968089921898,2.2377706827235095,-4.376883480047789,2.2980982733450603e-05,7.468337808683001e-05,-4.23376623582573,1
M00459,Pos,3.151171504465215,7.425364785106155,8.37988831860095,2.2927128588151724e-07,1.0123972461473687e-06,6.606215015476176,2
M00492,Neg,-2.875817309696225,-0.26232823999196103,-5.38960912818841,1.5352786009781348e-06,5.82185661902094e-06,-5.011075180286485,2
M00495,Pos,7.178712173670835,1.4742735879771605,9.811063448693956,6.844051464991079e-17,4.2820673019577495e-15,8.400713429063291,2
M00496,Neg,-3.25346804355076,-0.22658920271734304,-4.2075989233988,0.0004005910272385969,0.0010144544557261091,-4.0532108188563996,2
M00499,Neg,-2.6041947928365095,3.96263993403875,-3.7071665701228302,0.00034792900928869,0.0009264565721237981,-3.57672262916281,1
M00506,Neg,-4.475453995837028,1.2796388413516788,-5.460132777785143,2.4327585922486486e-06,8.769102132690268e-06,-5.133422468656278,4
M00511,Neg,-2.83785725581546,-0.210030588591778,-4.02310052993614,0.000105887249319478,0.000307739779319052,-3.87668972257387,1
M00517,Neg,-4.76810230738683,1.3242796500645202,-5.16420583827005,8.564383260988391e-07,3.55504431508051e-06,-4.922046555713259,1
M00519,Neg,-2.385103021540845,-0.6415515850863875,-4.523907598159205,4.443104343071211e-05,0.00013398297298422449,-4.207448917592215,2
M00525,Neg,-3.21560181499372,6.47935094894307,-6.43144780684998,7.240729459368759e-09,4.8069020743103895e-08,-5.785243668988251,1
M00525,Pos,5.46749100590485,2.326367530856728,9.166020946853523,3.0813551540326656e-14,9.992502238741645e-13,7.84788285921326,3
M00526,Neg,-3.88925216270767,4.80118976156018,-6.336191955849469,3.4635223389456126e-07,1.4196344566890668e-06,-5.721187107424406,3
M00527,Neg,-3.38906520064338,3.391000389064093,-5.5719606961030905,7.649014239726763e-07,3.092876825818065e-06,-5.17245542296706,3
M00530,Neg,-2.2272501019091,0.472733288981775,-3.2930344116670094,0.00136621028804823,0.00333551466420843,-3.20169614111839,1
M00532,Neg,-4.435685667900963,3.3172307519590594,-6.523688527103953,1.558757523512368e-06,5.682676611936741e-06,-5.96228176197248,3
M00533,Neg,-3.4066961091840695,2.06132280844285,-5.0993179092758,1.01777580998634e-06,4.17115942422519e-06,-4.888170088167519,1
M00535,Neg,-2.15086331939523,-0.0868437919199861,-3.3106415038359702,0.00125479184740193,0.00307900505846664,-3.22612353538648,1
M00541,Neg,-3.62499888760901,2.8489549810072154,-4.68887182406395,8.022148603505375e-06,2.7875728666311e-05,-4.487424531645869,2
M00546,Neg,-3.6434656409616806,0.412223553557233,-5.398618965100741,4.2698853327529896e-07,1.8919251925809502e-06,-5.05651444903034,1
M00549,Neg,-3.2818571316375453,2.5148766606792563,-4.448370850862265,8.318183948344348e-05,0.00023471209049693456,-4.24186392230696,2
M00550,Neg,-3.0426988699672597,-0.32122532359294004,-4.10125671253253,8.60576989962715e-05,0.00025410944326621803,-3.9268721397430895,1
M00550,Pos,2.9142763937339846,5.61141986054451,4.825763090864992,4.366746830678427e-05,0.00012318487519749716,4.645705305871402,4
M00555,Neg,-2.7016990583919003,0.7853445524477599,-3.6916726584147,0.000326214475243156,0.000873434751738755,-3.5935408519867904,1
M00565,Neg,-4.296768210006973,6.498712383394168,-7.275568356516178,2.2865826675076678e-08,1.206421597233405e-07,-6.213230316072561,4
M00567,Neg,-2.51473403035093,-0.17767946987609604,-4.831186955520169,4.02769845578582e-06,1.4871797060077698e-05,-4.60994792556272,1
M00569,Pos,7.53923165100133,2.13066826116407,10.680397874834,4.68956018704315e-19,6.767599269769971e-17,8.91936814953076,1
M00570,Neg,-3.8285578790453783,2.8702771898239514,-6.027327836245604,0.0001382610228287932,0.0003521045309031576,-5.156321164891488,6
M00571,Neg,-4.14195178230751,1.04925584608017,-5.77672529443938,9.210875654250669e-08,4.786938996183621e-07,-5.3416413422500595,1
M00572,Neg,-3.499747916923807,5.220337647864447,-5.507463301442367,5.001131590347184e-05,0.00014727181946657644,-5.064365730159323,3
M00573,Neg,-3.6432897179737402,2.7256504767600793,-5.53955395227333,5.5445022419496234e-05,0.0001521846583050644,-5.134778304695257,4
M00575,Neg,-4.14195178230751,1.04925584608017,-5.77672529443938,9.210875654250669e-08,4.786938996183621e-07,-5.3416413422500595,1
M00577,Neg,-3.337456922855798,1.9534203272904995,-5.270438005048645,5.650745553953492e-05,0.0001587266305612159,-4.909792755924274,5
M00579,Neg,-5.04681681564746,3.17791471435966,-6.98593798593271,3.42420901237188e-10,3.35243897499136e-09,-6.27824279655293,1
