Module,Sign,logFC,AxeExpr,t,P,adjP,Z,Count
M00275,Pos,3.679930072411225,6.366842778983765,6.8168823207451945,6.29895841756207e-10,5.651146251663345e-09,6.18291904408951,2
M00277,Neg,-4.930719237861332,1.6739899144746682,-7.352220726652037,5.231929631906241e-10,4.146160341260855e-09,-6.615343392560291,4
M00279,Pos,3.1894801004326703,5.887348822253751,5.688636844562451,7.440119828490339e-08,3.94601156977525e-07,5.380204679106781,1
M00280,Pos,4.79608755341186,3.50748574141589,6.862128895550179,1.9683724965826599e-10,2.03503471180026e-09,6.36378841487092,1
M00283,Pos,2.5461079320705347,5.801465885770545,4.540718480512645,8.54607220582194e-05,0.00023928281958394165,4.3926411145051345,2
M00287,Neg,-4.42275681317713,0.947710654176463,-7.162204046688111,1.13224575201527e-10,1.27608045946604e-09,-6.448148799164361,1
M00290,Neg,-2.1912489411708997,-0.46443178733912605,-3.9307363855400497,0.00015384089402341298,0.00043440724408505,-3.7847860091934002,1
M00299,Neg,-3.16466189525554,3.83119128677008,-5.161975395790661,1.2054652682834699e-06,4.84309724884459e-06,-4.8547371564526705,1
M00304,Neg,-2.1790155796519097,0.38811919060587197,-3.23035420456213,0.00165685342965453,0.00400724937415509,-3.1457079843610196,1
M00306,Neg,-3.3915311371072,-0.8723162417008021,-6.397532709379885,3.3120196037944506e-08,1.7737374812192885e-07,-5.8422024556784145,2
M00307,Neg,-3.5842534949191993,4.824778226612525,-5.589173572101328,2.160459048777536e-05,6.546857147581817e-05,-4.946123092181486,4
M00308,Neg,-3.42719028630329,2.48863799881992,-5.295548850874405,7.970487769065078e-05,0.00022441636617548998,-4.903687320081095,2
M00311,Neg,-4.320116881438085,3.661964149028057,-6.678188873695696,1.961145525477934e-08,1.0585520574429081e-07,-5.989310548805905,4
M00313,Neg,-2.8764568697273303,-0.30425068974492797,-4.547383985011209,1.4411733382750199e-05,4.82506824912974e-05,-4.33749267807114,1
M00319,Neg,-3.5005174263319776,2.2116769997377674,-4.684738753019408,6.947086442229012e-05,0.00019296852585151678,-4.498794206693653,4
M00320,Neg,-3.3677826607534005,1.880384794940362,-5.070653528907634,0.0003794731871447056,0.0009628409616933239,-4.764933481799725,2
M00325,Neg,-4.14195178230751,1.04925584608017,-5.77672529443938,9.210875654250669e-08,4.786938996183621e-07,-5.3416413422500595,1
M00326,Neg,-4.14195178230751,1.04925584608017,-5.77672529443938,9.210875654250669e-08,4.786938996183621e-07,-5.3416413422500595,1
M00333,Neg,-2.2485611241546,-0.4640657931786875,-3.4945955507679747,0.0007125631714008391,0.001813865575621,-3.386293001447675,2
M00335,Neg,-3.6477396628015852,5.2547899547825025,-6.141247841059565,1.3239507815552822e-06,4.983795875521316e-06,-5.548529745143167,4
M00336,Neg,-2.75024162128481,1.00142464155979,-4.17176970184042,7.07213579473394e-05,0.000212218811735166,-3.97384580045749,1
M00338,Pos,2.41276947037109,5.508188598018251,4.6681975931937005,7.64354109342015e-06,2.68667351035267e-05,4.474932626567759,1
M00339,Neg,-4.14195178230751,1.04925584608017,-5.77672529443938,9.210875654250669e-08,4.786938996183621e-07,-5.3416413422500595,1
M00345,Pos,3.15929722206052,12.346807098206401,13.030144943466698,3.55781460925427e-23,1.97052103429697e-20,9.915692255514099,1
M00346,Neg,-4.150245751883125,5.161803951030509,-6.945350271695195,7.933723201889834e-08,3.8985096311493095e-07,-6.287533469412695,2
M00347,Neg,-3.09748507547837,1.5127466678380919,-5.131656601830355,2.1802891613266473e-06,8.194168356034854e-06,-4.856879710521595,2
M00350,Neg,-3.8747011073160498,0.49452196902811696,-6.11224970597533,1.2975304652459098e-08,8.10068536837102e-08,-5.68638980074834,1
M00357,Neg,-5.04681681564746,3.17791471435966,-6.98593798593271,3.42420901237188e-10,3.35243897499136e-09,-6.27824279655293,1
M00359,Neg,-4.142747609275356,6.886238220950361,-7.7851220394817,1.5067725639818997e-08,8.379982715935549e-08,-6.5206221911345565,3
M00360,Neg,-4.142747609275356,6.886238220950361,-7.7851220394817,1.5067725639818997e-08,8.379982715935549e-08,-6.5206221911345565,3
M00360,Pos,3.17274255516352,9.3353142593907,8.645041290300549,1.629123136094e-12,3.40707717519382e-11,7.06302848199571,1
M00361,Neg,-3.9934099135670023,2.3788673357467283,-5.811958988700498,0.00011276856969940092,0.0002967405607079047,-5.3005643621685055,4
M00362,Neg,-3.9934099135670023,2.3788673357467283,-5.811958988700498,0.00011276856969940092,0.0002967405607079047,-5.3005643621685055,4
M00364,Neg,-4.42908498971245,1.93790627513329,-6.50070114799914,2.25439303945723e-09,1.67438348926737e-08,-5.97832811978354,1
M00365,Neg,-4.42908498971245,1.93790627513329,-6.50070114799914,2.25439303945723e-09,1.67438348926737e-08,-5.97832811978354,1
M00373,Neg,-3.843177996960727,5.120672947655775,-5.732327181277265,2.7636499537828985e-06,9.595404515862144e-06,-5.29964123847796,4
