"","x_pred","y_pred"
"AYAC02_W3D1",10.1216240939103,3303.37585264525
"AYAC03_W1D7",-6.65397230676778,-655.438543293774
"AYAC03_W7D5",7.07445793737611,1297.49945525474
"AYAC05_W7D7",2.19189991395903,1700.24668746662
"EM09_W2D3",7.18325583362711,5099.07570113592
"EM09_W8D5",-1.95418950852403,3419.7777650712
"UAB006_W7D7",-6.72277150395296,508.514539286347
"UAB006_W9D7",-9.64644807294257,84.8358424677175
"UAB015_W1D5",-7.5917899846761,449.217076145083
"UAB015_W3D1",-4.16218406032406,6719.44565022314
"UAB015_W9D4",-5.37102241325722,792.150788316276
"UAB015_W10D7",-5.25823234480893,-441.105175313925
"UAB022_W2D1",-5.76352700028607,735.262314620684
"UAB022_W4D1",-7.29673515590946,1653.29758071958
"UAB022_W6D1",-6.59448716351957,52.3646195351303
"UAB028_W1D7",15.316287948031,28183.5377929116
"UAB028_W3D7",8.78429188854239,9851.24975011078
"UAB028_W5D5",8.30082791830327,30969.6773506354
"UAB028_W7D7",9.45169096914342,56447.4803752684
"UAB028_W9D7",10.1859149700151,23708.6409056715
"UAB035_W5D7",-1.45639358982286,8214.62086177507
"UAB035_W9D7",-0.485855662954402,6823.61141147013
"UAB039_W1D7",-3.81811178842675,3198.22963779388
"UAB039_W5D7",0.178247111741466,7047.36735413354
"UAB039_W7D7",3.04497802258739,1810.24250220729
"UAB048_W1D7",4.00013677545836,9222.64070366972
"UAB048_W3D7",0.899271158681266,7356.66227403135
"UAB048_W9D7",3.47610156705768,2170.08376493702
"UAB060_W1D6",-5.37599971766298,-1017.4829660796
"UAB060_W3D7",-8.33595423556187,773.970193246718
"UAB060_W5D7",-7.65687965845004,-668.277489078217
"UAB060_W7D7",-7.92123035974543,-437.761171690592
"UAB071_W3D7",-6.03610303267029,1126.49195525482
"UAB071_W7D7",-10.8261338421058,3413.90041433922
"UAB071_W10D2",-7.16475281631256,1060.3412304352
"UAB077_W1D7",-7.98746995933867,2985.03870464187
"UAB077_W3D1",-8.31400490346712,1525.01686554516
"UAB077_W5D7",-6.81059924264059,1702.47802099069
"UAB077_W8D2",-7.86555461574013,640.501334871563
"UAB077_W9D7",-7.68673361855544,2570.79786310051
"UAB079_W2D2",-9.6106472019753,2539.21352139202
"UAB079_W3D7",-7.8751794606368,-80.6772704866505
"UAB079_W6D7",-7.45608188491294,117.1182569879
"UAB079_W10D1",-6.26748430332899,1129.57967823119
"UAB082_W2D5",-4.78245822286756,1795.6273887843
"UAB082_W3D7",-5.48345821368305,2914.49536787774
"UAB082_W5D7",-5.94378537762791,3600.63466773344
"UAB082_W10D2",-2.68310321547478,1781.33612188016
"UAB088_W2D1",4.65571966787804,893.851197700949
"UAB088_W7D6",1.91784053949843,158.99810282448
"UAB110_W1D7",2.48961662150544,3727.52321353867
"UAB110_W6D2",-2.08364648216339,4254.36081418262
"UAB110_W7D7",2.3662411823316,1230.38598474512
"UAB116_W1D7",-5.35641587091219,903.565464707985
"UAB116_W6D7",-5.29689438840735,1042.60264776505
"UAB117_W9D6",0.347123008083257,20329.4624601874
"UAB122_W9D6",4.04674938566768,14103.4904726179
"UAB129_W5D7",0.581637272267697,2616.21208685693
