VOG,AYAC02_W3D1,AYAC03_W1D7,AYAC03_W7D5,AYAC05_W7D7,EM09_W2D3,EM09_W8D5,UAB006_W7D7,UAB006_W9D7,UAB015_W1D5,UAB015_W3D1,UAB015_W9D4,UAB015_W10D7,UAB022_W2D1,UAB022_W4D1,UAB022_W6D1,UAB028_W1D7,UAB028_W3D7,UAB028_W5D5,UAB028_W7D7,UAB028_W9D7,UAB035_W5D7,UAB035_W9D7,UAB039_W1D7,UAB039_W5D7,UAB039_W7D7,UAB048_W1D7,UAB048_W3D7,UAB048_W9D7,UAB060_W1D6,UAB060_W3D7,UAB060_W5D7,UAB060_W7D7,UAB071_W3D7,UAB071_W7D7,UAB071_W10D2,UAB077_W1D7,UAB077_W3D1,UAB077_W5D7,UAB077_W8D2,UAB077_W9D7,UAB079_W2D2,UAB079_W3D7,UAB079_W6D7,UAB079_W10D1,UAB082_W2D5,UAB082_W3D7,UAB082_W5D7,UAB082_W10D2,UAB088_W2D1,UAB088_W7D6,UAB110_W1D7,UAB110_W6D2,UAB110_W7D7,UAB116_W1D7,UAB116_W6D7,UAB117_W9D6,UAB122_W9D6,UAB129_W5D7
1009,130.3047282,280.1858674,179.4973651,42.53314437,5.664187997,36.97723019,354.3604219,167.2183146,802.1027459,639.5781578,324.0490309,541.9683913,1.403849945,251.236781,528.1601796,138.7694463,107.459277,138.4542483,269.1865395,73.88355467,461.5523998,0,81.55051652,210.9975123,919.2293737,254.9405276,272.8399768,185.0132834,179.0765114,77.26554875,313.3671,141.3201422,236.9317034,117.5720755,166.2166426,319.0477171,171.3215183,203.9626183,287.272496,274.6462347,230.9014363,119.2650766,232.9606801,207.578893,193.3901658,290.2418464,210.6624517,275.5967559,336.7508112,124.4276182,273.4524787,96.28993838,40.51011982,289.8532667,495.9012314,165.6154242,132.4990467,0
10155,484.4913242,393.7296323,527.7573053,122.738779,0,35.7499868,254.7063985,484.7006443,715.1591685,541.2803611,719.754223,699.4758218,1040.615241,507.9917504,11.73814404,209.8246119,7.278341599,268.0916699,275.6822516,0,0,0,454.8741259,99.75538051,1454.552911,276.3286007,262.6372893,361.4551747,226.3988567,322.4199429,649.4815549,495.2774199,95.70811933,145.5899618,114.1931989,244.717356,323.7042905,167.5928744,247.3399011,224.946462,245.7477716,396.1434832,559.0507952,324.6209476,401.0611029,279.3396795,132.9280908,236.0895009,790.7450172,359.5166248,239.3382467,97.00678433,78.18508928,222.6081826,353.8448312,88.707357,62.76765023,839.619794
10279,66.97587447,7.397833773,11.91020831,0,1.637750422,0,0,21.28506718,5.18000024,112.3825291,87.7109546,20.18870182,0,74.9254569,0,0,0,0.084742213,0,0,2.725106868,0,0,0,141.4606528,11.26886012,15.8420158,10.02480025,2.634070798,5.931644164,6.076965428,28.54048763,177.864622,56.99554064,58.23036572,534.1875284,56.82549424,182.9790805,171.6812838,143.4807476,25.37625782,38.7302151,34.67225607,6.02670764,1.492202683,106.5388356,55.24749257,62.40397008,0,35.08582345,34.44769853,1.439763692,0,48.67274308,3.994975364,28.92475309,0,303.7728456
10311,0,1.85986137,0,5.757986344,0,0,2.620006159,0,61.53871594,84.06110852,60.417782,19.72102636,0,5.909354217,0,4.538526088,0,4.554508758,3.443255798,8.296501305,3.984841357,1.168641963,0,0,37.13660605,1.945090862,1.98581657,4.516061275,0,0,0,2.378119255,0,0,3.238993067,19.18218852,13.51848915,0,3.366323818,5.295120286,27.83328578,0,2.656606878,4.81454857,3.188068706,0,1.923696068,0,124.4177206,0,0,0,0,1.429636072,0,0,0,16.4685249
10314,35.44771364,0.83949039,0.925510324,6.782040714,0,0,0,0,7.052091916,29.41903786,25.43981128,6.449182698,0,0,0,0,0,0,0,0,0,0.081361149,190.178681,8.036460066,1.459593566,33.27194791,30.95314842,45.76326597,0.784616834,1.601619295,7.040451247,0.503063689,0,39.72396478,9.095924343,0,54.01961021,7.812643109,132.7680101,6.086892759,1.390127901,15.12121976,1.255988925,0.678105432,5.79577843,6.221968801,0.722514955,2.491682666,25.64422114,0.680728722,71.01207214,15.77189807,16.01305246,0,0.245013659,11.43540663,0,0
10333,0,0.651198145,0.610958738,0.935592619,0,0,0,0,1.460354217,1.180111617,0,0.151927797,0,0,0,69.8553192,151.2062622,78.95405612,56.25673654,10.76933032,0,20.14367949,0,0,1.93370691,35.10018342,43.37546509,14.01290305,0,0.267474671,0.159208807,0.55510476,37.0042084,77.78350125,33.45918921,1266.399069,473.4769768,1041.011087,279.0165194,737.8191272,65.64571503,31.52856566,82.82702875,48.24951927,5.370943815,181.7388583,286.5726472,192.9207458,6.334926973,12.31186501,8.978037842,0,0,0.044373167,3.525375353,181.1915769,115.6266182,2.709131712
10395,0.635485273,0.160742793,0,0.532250839,0,0,0,0,4.807323297,5.007600403,0.270567765,0,0,0,0,0,0,0,0,1.073664875,0,1.554588427,1.652435295,0.912383137,0,0,0,0.095532065,0.650770433,0,0.353068942,0,19.22617582,10.458551,23.62287465,0,0.583150512,0.373875252,7.407455405,9.386827612,0.516300411,1.214502653,0,0,0,36.08187136,4.490485642,17.80339572,26.11023827,4.185280352,4.741842926,2.368187719,0,0.094238183,0.107859326,0.796368079,0,0
10526,114.3321118,94.81270009,176.3927331,79.82512108,0,487.5711851,187.5126492,150.7719758,138.6261448,278.3391499,411.5487494,217.6923883,13.20663674,34.8712795,0,18.71144044,7.957328559,112.4362704,0,127.1711289,0,315.4489537,201.8046212,9.98434777,211.5312617,102.1321109,95.96171992,139.1988805,216.5083599,93.73049436,188.7636479,85.90220202,292.9713718,245.0645993,133.226392,317.0224844,190.0059395,113.5606789,167.0749583,136.0650259,110.9706826,86.66745708,68.00743064,185.5521488,109.8633567,73.54097495,38.90257822,79.58294863,159.9044328,104.6669418,223.2352309,62.8027263,33.89407805,216.4194938,86.46980754,88.20515943,245.612214,481.6302285
10616,0.181628272,0,0,0.91452464,0,0,0,0.839326622,24.40023534,25.61939204,0.580395035,0,0,0,0,2.604555683,0,7.62792439,1.275071322,0.613522855,0,9.138648068,0.235149982,0.173115707,2.297389525,1.694825218,1.473587105,0.628497187,0,0.509971298,0.201685887,0.087960026,265.6699677,155.1999814,71.43903017,0.53445814,1.28015323,2.274484395,0,0.773013007,0.296124579,0.348641424,0.123331584,0,0,101.1013389,16.83416245,31.75879318,13.84655992,2.494130358,8.389225327,9.139422275,0.645747696,0,0,0.454914561,10.92410927,5.806242504
10897,323.8070793,32.17260192,2.937002522,133.5348676,43.10321372,456.4942942,1.291221673,5.344615326,35.18965552,83.30380123,62.5291561,134.9017162,0,0,0,0,0,0,0,0,0,0,153.8821485,443.8686735,57.15883741,960.327611,1327.667847,608.7986315,8.178364979,3.388372002,26.62253713,2.812829227,0,52.42061979,12.21152628,35.45095324,182.5480569,30.54068335,393.6879508,275.7182871,22.41465493,8.325219801,9.230280619,7.118284176,11.69282203,47.5599524,2.654562674,14.41336004,3.344562382,24.27566457,771.5280531,457.5206225,115.6487254,0.753652136,2.218074848,160.7364784,63.54456774,0
10966,228.7920191,6.648383439,8.93681698,74.99361728,0,0,1.436897965,1.593106491,23.81278102,21.37749106,24.40477601,36.56618584,0,11.50581308,0,0,0,0,0,0,0,0.206010602,356.9299661,424.5006014,44.15980222,93.44628495,117.8044685,67.36893577,7.310437253,20.2815247,66.33967161,10.51874138,11.94193543,48.06943769,17.86195463,0,52.23614297,12.98527767,128.8259434,42.87899314,10.09638603,8.727781914,20.03908748,1.131624664,6.604416278,23.49159627,1.205735427,15.4735875,51.64801384,2.017097882,260.697728,169.2089299,39.74475292,1.734196305,3.974485319,150.3051182,0,0
10991,0,94.4766722,173.7027205,7.540220212,3182.186291,0,57.46858748,306.2178263,113.1226396,37.8653642,34.72286322,47.11134075,0,0,0,37.82105074,0,43.48045912,0,0,0,0,0,0,354.7021989,35.93015064,46.33571996,50.44382546,24.91890841,49.89619799,63.29788467,94.22361461,154.5020777,113.2308216,73.55213423,23.97773565,146.4502991,335.8504391,67.32647636,139.7875611,19.28303807,19.55165256,1.106919533,12.7528221,196.7585553,98.35851891,99.3909635,23.47488804,172.9145991,122.1664938,0,0,0,3.64102071,1.38909738,10.25625557,48.1560055,5.831527434
11017,3.320670996,79.12675047,83.68214761,2.14657885,0,0,779.9547318,219.0873764,88.99980629,35.81868362,375.2194885,427.6299423,0,51.58960031,0,0,2.536391769,51.96851476,0,0,0,141.9082417,0,0,4.722077903,14.4234197,15.77799602,19.65135763,496.1762839,38.09433696,96.07000968,72.72209857,114.2368167,49.90379139,25.29233959,0,46.07516244,36.84560633,31.05104358,18.06383135,68.21921319,70.93268796,188.8858844,151.181685,38.9782349,17.24660762,15.18688507,15.9822293,37.7041055,6.756862866,0,0,0,359.151982,24.57109487,2.279167904,2.006500229,0
11486,0,29.02966965,1.796981806,0,0,1.938282959,15.93887407,68.63746005,18.3357737,13.40691407,0.557593424,5.234629062,0,5.662273204,0,0,0,3.947584485,1.752162598,0,0,0,0,0,33.33066218,9.360695475,6.758423141,1.254974674,10.1186866,0,0,2.675726765,0,5.689133157,5.642673445,37.22091324,8.054901271,3.866106616,6.807602119,5.386237096,29.32626072,2.511745147,5.819744338,1.932847966,0,202.4270692,133.3884387,4.8102003,13.66905067,12.60243831,0,0,0,0,0,15.77845614,91.45513188,0
11804,3.28477185,0.691164698,4.429317316,0,0,0,0,66.16128202,0,0.675436226,0,0,0,0,0,1.011968655,0,2.445156395,0,3.699791123,0,0,0.378273701,0,0,0,0,0,5.606299334,9.538725074,3.649969464,6.893332165,65.35616845,33.13722947,15.76820611,30.65261881,19.42521639,85.03135789,62.29973606,9.681752079,20.40084326,49.52380752,31.88825756,4.294056832,14.31469105,1.454510516,0,0,0.840660274,1.479205114,0,0,0,2.408485997,0.743354814,0,17.17998034,0
12042,190.4072749,2.386822091,0,39.81236272,0,0,0,0,351.3467361,245.1191466,30.93807113,44.10936229,0,0,0,0,0,0,0,0,0,4.820648098,0,0,6.808377777,303.4665926,139.255387,49.93938721,2.765774338,13.86521823,26.25950253,32.69913976,40.7885485,15.18000702,12.91548485,116.0522405,7.435169032,14.69797083,15.73756385,14.53176185,3.071987445,0,0,2.648001713,0.511732917,73.32551141,1.41071045,12.18584076,102.6446195,36.94314772,334.0039691,286.8264083,236.6172922,0,0,189.5356029,0,0
12176,2.883598597,0.337112634,0.360069136,7.800191204,0,0,0.987684148,0.491427315,471.8863356,463.3320896,206.22521,141.9208142,0,85.16140373,0,0,0,0.050135463,2.645865467,0,437.2232854,0.076276078,0.110728852,51.35301591,535.6227541,0.141026657,0,0,0.437622522,1.595064024,5.459827641,2.121304953,0,0,0.105702899,0,0,0,0,0,38.67015872,64.30311502,11.38394612,20.42129721,0,0.106441632,0,0.96406968,551.8357535,22.29193183,0,0,0.094506669,0.039607622,2.084835642,0,10.52880467,11.73439378
12803,0,1.613544346,0,0,0,0,0,0,0.688912961,5.188472049,4.672212,1.251045502,0,0,0,0,0,0.142283222,2.727682062,0,0,0,0,0,0,9.130934034,12.84940133,4.074161614,0,1.556141216,0,1.21107925,78.63338564,13.33351695,4.006712877,0,10.29089139,14.84504675,17.93819612,5.145228304,10.32600822,5.358099941,2.780704431,8.246372118,1.737364841,2.094948105,0,0,3.587592866,2.840688021,0,0,0,0.138585563,1.110316591,1.561506038,60.48660898,0
13007,0,3.664692174,0,2.772448657,0,0,0,0,109.2030436,176.9821138,35.17132832,44.55253406,0,231.6056437,0,37.98549009,0,23.61752751,0,0,0,0,0,0,26.55077685,9.913173127,7.419830933,16.00602473,1.540821358,0,3.282494607,8.2015161,26.91790856,17.13462331,21.0821276,90.73868337,29.18393642,43.96692672,20.627881,25.00178389,13.09470591,14.30749065,13.82752901,8.113654275,0,13.17090474,25.34883687,15.8945749,99.71505708,14.22203227,0,0,0,0.329233025,0,12.26291426,24.83044033,0
13692,10.84731687,0.544282517,0.341000293,3.378548624,0,0,0,0.233942215,0.608597406,4.781704311,0.934804413,0.794121446,0.123925254,0,0,1.488158068,0,2.404796281,2.49573922,12.17011095,2.243649753,0,3.951768563,2.182333435,0.131464416,27.95063628,21.35048785,90.11998059,0,1.025375063,0.564998934,0,4.570862488,0.695756915,1.453329177,1.98623226,10.31690296,12.48939252,24.05120594,8.302781883,4.186131979,3.077222757,7.564702674,2.492627907,1.717319906,16.92859471,19.83050773,10.55315987,0,0,13.48206613,16.72060418,10.52422351,0.031350977,0.071764865,2.123981385,21.37895459,0
14001,94.58445604,39.40248372,105.1545224,45.52191717,0,0,170.5590903,226.723691,150.0512085,244.1278993,181.8898887,180.5677372,4.340107521,356.244446,0,21.47507063,52.59441492,44.17532552,50.88512371,0,0,1.053614309,0,0,27.45125969,74.39703933,87.6105034,93.61357828,123.23121,188.5841334,93.51589821,145.0799467,54.14387626,87.10706886,148.4495327,147.0560364,717.8089221,151.5224879,236.6768311,118.5584069,86.76907568,119.3114299,168.810016,77.75461091,17.660557,123.6331767,64.87351982,149.6753522,78.52082997,157.3845766,99.23457249,68.40367506,67.09460849,146.9147369,178.0373228,121.7069082,172.0466141,188.2653857
14034,116.898219,5.667423045,1.572009919,0,0,0,0.123532224,0,0.129133944,1.728992127,0,0.156335608,0.338576755,22.99769526,2.199419555,0,0,0,0,0,81.08330841,0.027550496,19.01745497,0.220828266,0,0,0,0,0.835062409,0.756392687,5.867091234,11.2870372,0,0,0,0,0,0,0,0.072427765,0.677849401,0,1.660768894,2.729037693,2.787280517,0.924481685,0.544208918,2.30190361,1.599884963,12.68040728,0.57553773,0.106287673,0.068898059,0.300427127,0.315932587,0,2.899425119,0
14130,0,88.65504531,132.5091302,0,0,0,110.9343878,559.1803785,8.660056817,10.35546466,3.482322119,2.100302946,5.735785251,40.45291955,435.7655512,35.53739308,4.167681082,107.0521738,17.28049004,13.22763114,0,0,1.161504311,0,3.04236479,18.64381697,28.55126313,17.52081864,58.40248281,14.00527094,60.53131041,115.1423046,121.5744362,49.87881283,74.12794106,109.4419469,136.4219533,179.1132069,140.5894159,163.6272905,100.9348466,15.68652948,64.14437935,110.0801857,10.10286277,24.08776265,5.85357033,62.8344877,29.92714772,89.6787094,0,0,0,3.32031498,3.423750388,1.87251139,26.37590343,302.9707689
14277,577.3475804,1273.960114,915.7488732,1026.781292,0,0,9.049779728,111.0719088,306.7542142,61.57237483,32.38284418,89.33297931,0,2.69163132,0,5.426498584,47.30922039,6.491525702,1.829749458,0,1.905793692,17.57941003,9.127908881,20.53302824,28.84262603,703.3735786,632.3674577,537.5156752,34.07113315,5120.448841,1062.340951,1103.240541,12.66725109,189.5385492,235.240911,7.645075134,64.65364376,29.93711254,38.90787311,200.1941175,280.4858102,115.9498004,2137.687944,1068.794894,719.0118081,2749.578222,167.6496476,1321.015781,1734.034415,160.6223814,486.4962044,448.2342216,833.0619055,8.416562366,599.2445306,140.6147502,44.62282031,2.898187612
14296,14.89962637,80.59574959,238.4803876,21.93259596,19.61633901,0,1192.80487,365.3917505,43.46405625,0,146.4953204,326.4147183,4.999364359,186.441872,15.31715171,12.63893341,12.71406507,13.24725881,3.768737689,17.32813564,0,48.88347861,4.177948344,55.67542439,20.4620402,100.8491455,28.74425401,35.96801215,389.2880941,1665.978972,543.6030995,357.7692389,0,16.36931973,60.58195988,29.10126087,11.20652301,2.371596745,11.0536006,22.83207763,15.32221208,15.40786948,8.654174211,162.1419526,209.3725307,53.30342738,3.158306977,29.10051525,32.16416293,136.7489216,0,5.118660361,3.567274117,321.783202,123.6637841,0,0,4.77552108
14477,16.98738686,124.5912485,5.724544579,23.24607527,0,0,28.49470751,31.05404947,284.8127461,250.8946331,255.1621296,280.9095002,0,621.9072126,0,707.7430977,416.8485273,519.8181628,46.04510694,0,0,0,0,177.5991793,23.49306334,153.3863138,160.453594,74.15044313,73.86666988,73.87277942,109.8915413,122.047598,442.7847779,188.0482544,183.4448368,277.8596426,190.3253458,363.3373022,162.5982113,143.6008692,159.2989094,38.00742679,268.2652044,255.5969421,15.93420028,190.4549814,134.1037204,102.69992,103.3393205,112.6109699,28.61480517,24.23490651,14.33228034,197.1381326,104.174049,124.8836073,269.7798573,0
15173,68.79427837,63.5845483,56.89873012,103.3030493,0,0,37.8667723,138.1680596,66.75516076,31.33809665,97.53006489,140.8310051,0,264.1626561,262.6709171,96.38766395,0,1.490991311,199.8172853,0,0,0,97.70881079,72.90457711,9.382889371,48.12358994,84.68505549,106.0403341,386.8434427,89.85165981,124.4302813,106.2927619,0,43.27004296,83.99003757,196.8358944,57.72228382,47.38532514,113.3486468,75.27605021,40.00503095,91.61270055,95.70674653,107.0530989,78.66546748,55.78839497,18.32812789,41.38961995,63.83991839,55.03083539,180.5687704,70.60957578,144.3063341,229.6202183,68.24425554,34.9844512,301.7515137,0
15420,7.365852028,1.549884475,0,3.838657563,0,114.2647172,0,6.024839095,15.83716954,67.40034827,33.33394869,13.58559594,0,1.125591279,0,192.8873588,0,95.2379213,268.9565362,781.2538729,0.531312181,359.5521774,1.696500237,175.6337539,29.20143382,96.71424007,44.68087282,87.35394165,0,1.527847739,6.820650008,1.585412837,1107.117745,287.6770562,600.0234657,487.5472915,145.1985872,80.89300898,447.1600138,762.3286483,30.32091504,48.48809836,25.45914925,19.25819428,0,395.0648905,189.1634467,152.1383756,23.8781484,6.634010813,395.6983218,50.79716188,9.898284848,0.121367357,1.805826594,61.5375334,46.35015529,2.908726476
15439,0,10.5412093,10.02175659,5.99884923,0,0,2.639200343,57.35183369,106.4227794,41.42177962,8.2298941,33.95793674,0,0,0,16.54932165,0,69.14964583,0,0,0,0,0,0,145.8318062,34.67491628,40.42946994,20.63703734,0,0,10.73638472,2.167898769,38.63161658,16.77348842,25.09772252,14.57210454,73.9409075,89.54415556,35.8020627,41.26325798,29.09538227,19.96212925,7.265306104,19.01879684,0.848176105,52.03290383,42.08749408,61.93908011,14.89346563,13.60705257,0,0,0,0.553193754,0,21.19248388,9.877302232,201.5217127
15479,0,17.1933397,129.9944472,0,0,0,39.34557535,922.5086616,0.324260335,45.5873203,31.76852269,5.229693404,0,18.45126421,20.05698693,0,0,0,0,0,0,0,0,11.74705672,29.75226445,0.919326041,1.067295551,3.011645113,2.70271108,23.52284731,19.40890034,29.88856022,0,41.95430582,5.799962538,209.4993875,47.01105953,270.5367453,110.4127479,26.87112991,17.51090169,82.10243,57.03565885,0,38.47022679,11.53527435,34.10748757,56.63321576,2.663321374,35.69947189,2.124572032,0,0,1.787739296,5.200626809,17.77385025,0,0
15876,3.811630417,1.888805914,4.401918933,0,0,45.23897716,7.663921129,3.116117146,0.050175364,11.71459705,560.0995257,371.5467831,0,0.795686376,0,0,261.6075892,0.069707304,68.98081676,0,0,0.499514647,0,0,9.925364625,0,0.109383987,0,21.0173267,0.2541279,1.284762836,0.852742298,0,0,0,0,0,0,0,0.084946563,14.42119691,32.78055297,1.767500544,15.07752038,1.823578584,0,0,0,0,0.548128084,0,0,0,0,0.554518712,0,0,1.482037651
15922,1.357192166,6206.422813,494.5823693,2.046089907,0,0,2.896489221,0,0.625301023,0,0,0,0.992336142,18.89890383,0,0,0,0,0,0,1.541873289,0,0.703322962,0,0.7895297,0,0,0,0,10.13446742,121.7777361,286.89798,0,0.880170488,0,0,0,0,0,1.188761633,119.7479672,0,138.587438,153.6905517,1484.668339,15.21206036,0,61.2353807,11.9832813,213.146767,10.12107681,0.155417896,0,98.4676543,16.35505106,0,62.88714537,485.5673041
16002,8.04212132,41.42723205,101.88341,3.38768447,0,0,176.6469308,323.6959888,12.47311994,17.61569404,36.89228347,56.07018939,0,26.25328748,0,7.487566992,0,20.55024122,88.23085869,0,0,0,0,0,0.529011482,38.81199018,58.50545398,26.41230722,76.61631995,59.82798039,67.79748025,72.56523458,22.07172538,34.73342576,40.16090194,59.82864837,39.76489073,29.54999172,35.32226874,32.0166317,40.25168165,84.71726131,6.202045421,15.31669736,82.07586581,4.218173117,3.012570627,22.14681975,24.50287204,93.83218462,25.21536121,3.990730489,0.395380258,72.58596131,53.10382886,13.05572979,130.9950894,0
16453,40.92140015,1.291570396,13.79501184,31.53182998,0,0,50.21678472,5.648286651,13398.99959,6268.611043,3074.709538,5665.960435,0,807.611743,627.1522672,206.1247265,5432.95117,389.054068,737.4306167,0,6173.183402,0.486934151,0,120.9921416,14272.9943,4.052272629,0,3.075843016,0,82.12181598,84.1213501,0,44.14345076,31.84616858,78.27566579,0,0,1.203765015,0,9.72880462,308.5286092,496.6119751,130.0630451,154.4667666,0,0,0,0,1330.578401,124.3877028,0,0,0,0,17.0164429,0,0,837.4708312
16824,0,308.3384457,853.2411897,0,0,0,1047.129128,4732.618695,2.844226367,10.71048873,312.6545812,931.7715407,0,23.878615,9.773801566,0,0,1.481778125,0,0,3233.641835,754.7757594,37.98948744,1140.783049,14.96346764,6.113142708,4.680853343,5.220145004,695.3946908,194.4731908,319.4012961,822.1497997,0,60.05277504,59.80569342,0,0,0,0,28.00140157,10.03097941,58.99012888,21.91700675,79.4400514,10.23465834,53.81688911,5.038251606,376.0202292,115.5307406,437.8447137,0,2.209154378,4.552521254,513.5139566,85.78668533,0,312.1541071,4.570855891
17262,270.9088093,9.66456196,6.719989956,113.1141515,0,0,0.565198375,1.822868975,29.44099908,45.53812961,72.18856233,31.78757655,1495.624737,8.984657651,0,0,0,0,0,0,0,0.09328782,188.6793515,135.6369227,15.44900789,181.7099935,238.3598635,347.1871741,10.99961663,5.616605333,23.41994286,2.753911586,16.06847235,71.75470488,14.23267898,8.599008055,111.1263544,17.40255244,236.5209917,58.80053013,3.878109536,14.88091369,5.994613955,2.733925073,1.207629302,9.940362678,2.456970304,4.244705054,42.21995137,4.414021751,365.6701386,148.3578135,103.3515834,0.179066592,0,40.11024407,0,0
1782,52.07002845,63.21449418,75.55308924,0.312009112,1.674260782,263.9476789,1.550704962,70.62275633,120.5848202,215.9558773,183.8927574,78.7272981,12.86765868,3.477136829,0,0,0,0,82.70467549,0,0,0,144.1196649,49.59240705,134.3223123,33.62217133,26.05252693,32.27006186,23.67669413,20.51147897,24.3284111,39.30562691,23.14232233,40.6928667,18.74730156,437.137192,37.70443646,59.69746333,39.98235931,31.51397012,77.78405148,223.2156435,33.40689117,17.53174313,15.10071378,19.36390778,6.992337666,17.47774439,9.637461042,16.25369947,25.63132611,11.72856361,4.381642544,106.3867761,37.27516513,16.1375322,20.24392588,0
1788,37.0873168,1.878266205,0.616571635,0.714874151,0,0,0,0,4.596600662,3.195734508,3.23322372,6.793667654,0,0,0,0,0,0,0,0,0,0,188.3890169,116.5103022,38.78955796,0.435716411,0,0.091650401,0.681225206,0,7.572702086,0,11.3880804,7.359514681,18.62240173,27.38766194,21.43105497,11.60840714,54.62545759,130.7099221,5.44854271,6.990929495,3.46318391,6.87404508,0.115515331,28.44949339,2.110117119,12.91596261,0,2.68287202,193.5060635,193.263916,13.26547303,0.243109852,0.15521517,106.3848954,15.91838613,0.180564285
17901,109.5829582,169.5980676,63.5421756,24.74738942,0,0,54.06950785,79.15659609,88.34703408,70.72815638,149.5528715,178.3813304,0,71.15828908,0,10.31483202,2.07522963,0.857227014,0,0,0,61.76394064,200.2680961,202.1994396,68.36154267,88.37706824,91.46019983,194.9636989,137.135657,87.08799817,133.301127,106.1592013,139.4480291,115.1358869,109.8107945,77.55968415,87.63697881,70.06071223,251.2841718,114.2840673,49.92208266,79.34425325,135.6789346,65.99294791,32.55372069,75.89007471,43.65496359,124.3030761,186.998889,146.9636055,119.7121164,61.57699883,54.66876352,117.4812864,81.65631746,25.87845153,1.641682006,56.85238112
1844,116.0803421,46.38200378,37.28984612,16.88205508,0,5.556131454,6.167848087,123.3807098,19.24992831,8.717839664,46.93691824,12.66610052,0,0,0,0,3.520132502,0,0,0,0,0,511.482844,195.00271,0,11.00530271,5.079995876,13.21897185,11.97304908,10.20155591,73.27966975,70.39448803,27.22867056,52.35130495,14.57921052,0,42.26711078,48.9624421,73.19797139,15.61530696,78.14148562,21.58233741,131.891529,77.24672317,14.2957723,102.9459353,8.918777751,0,71.0274828,27.95187001,0,0,0,0.365764638,3.059114561,44.74990882,0,0
18631,206.0413591,51.13807567,70.39722539,106.8068307,0,0,18.3220362,146.0139583,52.33962954,30.91687469,171.8781729,71.93769581,0,2.871998368,79.3491622,0,2.588688507,26.79251741,3.90472307,0,0,0,0,112.8643024,0,127.383399,95.70816973,100.8728205,15.68222563,102.6438644,54.86124836,35.73308056,9.010725,65.00558123,41.3127872,0,106.4600377,63.88641541,194.6915116,40.7610073,82.34193151,47.89147061,31.20020803,38.21858144,110.5115844,152.2268964,170.1578584,158.2903027,68.26585129,42.31746588,278.5817698,155.756771,62.01050213,61.62521393,37.09506891,66.2955901,116.728668,0
18645,60.37110094,115.5872414,124.5273707,15.54172448,0,164.2045128,86.09608734,84.96867478,83.61558418,82.98253252,105.3156063,58.80017717,0.931485341,47.30020398,0,39.94457051,0,15.13297741,1.782391237,0,0,10.98940373,76.08238689,0,66.4411233,69.01713805,70.47169306,51.8202874,77.62125728,33.2899539,59.84881979,39.59173565,24.71758877,39.87978374,32.75063959,95.54368205,92.60081712,123.3466749,132.5101438,90.83617052,44.07744281,35.28076955,27.90587141,46.83965295,14.95867447,44.49979128,17.59982629,36.7414595,35.1343123,35.49743404,152.4467444,52.68703242,17.43347845,161.8096274,129.8430408,72.28542901,50.56811496,0
18656,47.78046904,1.835917242,13.13303354,17.33989959,0,1.606117532,4.880932173,77.85413887,31.12064436,156.6008175,98.97101343,28.02955523,0,4.319129328,0,23.53549957,3.587182645,156.1605706,290.741961,0,0,0,0,42.81175824,199.2430073,63.68076329,33.32494272,53.96086643,17.86285447,3.642989551,2.584729071,0,74.27030486,22.8024958,28.84728598,0,16.68779829,4.765443078,80.64346725,8.696957416,66.36844942,19.17274457,13.84171885,20.95035218,8.563504705,36.23798853,21.15789538,19.01087639,28.63896493,13.37565047,154.4986998,19.33983672,3.424174296,6.827150438,3.598020313,78.79787064,19.91968472,0
18824,0,12.56615362,11.26162465,0,0,55.66034937,119.4420837,43.45368994,9.579989509,3.880611859,55.27984881,21.95930236,0,118.6057551,0,0,0,0,0,0,0,1.38014465,883.2338499,0,78.39555872,0.221490678,0,0,180.1658054,50.86950505,104.2824665,107.5235136,7.238429193,2.531747204,3.042842865,0,0,0,0,0,0.538472821,14.30892197,0,11.49287029,0,3.746311222,0,31.78914981,41.71188119,99.36502645,0,0,0,67.69394639,5.810595981,0,0,0
18911,1.306844715,0.164987702,3.818103278,0,0.847932073,2346.002342,0,0,3.291503901,1.209248728,29.75525359,792.9655057,0.637015781,16.62516474,1.655240588,0,2410.586738,0.353183675,0,0,0,0,27.9922539,0,0,0,0,0,35.24131818,20.33023201,1.936184518,125.9444286,0,0,0.28733003,1.701645756,5.862857301,3.459853639,0.8958765,0.545077339,1107.04801,12168.97378,20.62083968,159.7342969,40.27833281,5.425089628,1.137669717,45.59862994,11.70596834,75.91662374,1.624269586,0.099768262,0,0.258395019,92.2719137,0,79.13701629,876.4063244
1898,0,0.276050218,0.921756965,0.493261424,0,2.677429433,0,0.161274895,2.704476561,5.449377989,1.377545697,0.45283201,0,0.183799361,0,0,0,0.111440282,0.215081282,0,0,0,0,0,2.659520081,3.290888319,0.855897091,2.310183422,0,2.089961166,0.688937927,0.127316573,46.25812509,16.43124859,15.84182129,0,0.562950523,1.055703968,0,0.71224587,0.378780041,0,0.047408624,0,0.102118371,2.1774295,0.454325847,0.498228583,45.84264293,3.427563147,2.173071632,0.958931066,0.135722525,0.026641281,0.029747056,2.46010355,1.218256698,7.658324989
