VOG,AYAC02_W1D7,AYAC02_W3D1,AYAC02_W5D6,AYAC02_W9D3,AYAC03_W8D6,AYAC03_W9D7,AYAC09_W1D7,AYAC09_W5D7,AYAC09_W9D7,AYAC10_W1D7,AYAC10_W2D7,AYAC10_W9D5,EM09_W2D3,EM09_W4D4,EM09_W6D7,EM09_W9D6,EM10_W8D7,EM11_W1D7,EM11_W7D7,EM11_W9D7,UAB002_W1D4,UAB002_W5D7,UAB002_W7D7,UAB002_W9D7,UAB010_W3D1,UAB010_W5D6,UAB028_W1D7,UAB028_W3D7,UAB028_W5D5,UAB028_W7D7,UAB028_W9D7,UAB035_W3D6,UAB035_W5D7,UAB035_W7D4,UAB035_W9D7,UAB038_W2D2,UAB038_W3D7,UAB093_W1D7,UAB093_W4D2,UAB093_W5D7,UAB093_W7D7,UAB093_W9D6,UAB119_W5D7,UAB119_W7D7,UAB119_W9D7,UAB122_W1D7,UAB122_W3D4,UAB122_W6D5
11320,723.7186856000002,1012.666127,533.7084531,1030.084863,665.8162179999998,770.6543618,780.0953187000001,700.2455583999998,966.5399892,921.3084481,970.4462664,8052.407678,4.124392721,4904.964252000002,443.5787691000001,600.4933163,9.596538528,763.8757855,553.9319657000002,719.9882944,222.9506555,957.2325886,576.5509704,673.7429482000001,673.2578768,849.7226551000001,284.85583039999995,3.901515251,169.10917849999996,320.2213855,100.9166017,190.4993055,0.0,1555.366838,0.0,503.4517162,223.4363603,582.477213,788.8916554,474.614155,233.7416021,176.4026598,750.1034494,857.0737370999999,712.9142094,321.8398410000001,627.9797877999998,549.0283426
11415,65.56302257,68.24066167,116.8990613,44.32816696,100.2443944,137.6718971,30.55010895,21.33697321,39.33505354,10.6338345,72.12576576,0.0,0.0,0.0,0.0,0.0,0.0,64.28352289,44.06816145,79.93774799,0.0,0.0,0.0,0.0,33.08572133,26.68369728,0.0,0.0,0.0,44.14030212,0.0,37.51560174,0.0,0.0,0.0,0.0,0.0,79.38409503,46.82285826,45.19086459,47.73500258,69.79029962,44.6948087,28.15089912,60.00627827,33.14741042,43.71032719,32.15953503
115,205.98372436,264.39594950000003,286.79519038,565.06006682,137.928763906,164.753909968,164.753293092,139.308095845,317.8679827499999,225.4552713,322.09023314,695.865532,0.0,31.31874638,0.0,196.1722394,30.80993948,161.58953796,136.34321441999998,352.64964419999995,354.71883471,92.49920096,244.45593256,106.785281238,151.47308827,121.66596084,172.859876083,2.586874242,206.31393312,87.70208671,82.6842312,0.0,0.0,0.0,0.0,1.732416917,0.0,244.63843955,222.40653371,218.80605780000002,130.82355274,148.57230982000004,462.50871847,223.39139554,342.98527022,193.59953526,282.03710769,307.11831158000007
11529,77.9900007,108.3938626,66.33502944,31.23252548,159.4151316,104.8147018,68.49656007,98.4783379,77.77013346,72.78268947,136.8786755,0.0,0.0,11.45789926,0.0,0.0,0.0,124.768474,172.51510980000003,138.8066322,41.44758853,93.10005047,150.2122,90.2814405,150.1036841,123.39188500000002,89.31734095,0.0,0.0,177.6094617,225.0328089,0.0,3051.228835000001,418.9913894,0.0,2.194394762,0.0,120.556185,52.21939107,126.0370371,64.47684407,70.62288565,128.1251183,91.9596038,84.79208832,75.83315731,107.93353229999998,86.11023041
11769,6.289516185,1.75466872,12.62557463,2.616885252,3.173247335,5.054829685,2.074710285,1.147149097,2.452653335,1.333993575,2.714410539,0.0,0.0,0.0,0.0,0.0,0.0,4.94851166,4.783074792,2.79852081,0.0,0.0,4.917075945,9.692654402999999,25.55288062,3.195261893,2.3691118980000003,0.0,0.34554851700000005,0.213887661,0.0,0.0,0.0,560.2724672,134.8893991,116.0905616,0.0,0.0,1.0453435640000002,0.641785458,0.7810776490000001,2.7647543710000004,7.208840114,0.0,1.579231325,1.200202484,2.9791561580000003,0.0
12378,598.4232746,530.8951705000002,391.4352871,142.4196757,2669.469269,2987.603876,1424.324782,1660.331819,1268.059348,253.346443,314.88590889999995,6.295243527999999,1.324147137,1.596301755,1290.473004,2929.595637,1574.387908,2825.456911,3271.990098,3218.307677,1069.593197,1224.464726,669.6316346,340.9275515,3617.651068,2888.254884,657.001608,6795.936476999998,1541.564501,773.4149672,1093.889488,1239.532758,1421.604963,4290.6329780000015,6633.468909,3148.234643,3860.638203,1122.035052,660.0519337000002,662.4562274,264.45409900000004,293.3222496,606.908455,548.3869231000001,538.3504002999998,668.7516756,873.5997074999998,953.0071703
12395,9.245389967000001,8.779024968,1.193911139,1.500228052,5.49123931,9.230257493,7.070356866,6.340386138,5.5573476789999985,17.33460693,164.6048298,0.0,0.0,0.0,0.0,0.0,0.0,58.20941044,10.25298659,47.59593851,5.322892363,30.84736261,8.314328415,16.19621245,4.220941935,11.51419814,1.323357447,0.0,2.06022653,0.0,0.0,0.0,0.0,1030.921912,0.0,23.26659651,0.0,23.22358016,158.43889860000004,4.783059977,4.520467785,39.30798995,5.510318881,6.073652892999999,14.24423389,4.2812702310000015,21.28703778,12.28461017
12516,108.01268541,131.45024133,148.85011775,107.51075966,192.45590287,219.98509809000004,384.6292581,234.01343743,143.92819104,306.4872141,254.6980475,40.75587292,136.19684095000002,0.0,65.59152080000001,0.456983608,766.0385334,188.10077909,188.49022777,236.87496375,148.12529564,738.0755462999999,190.71846828,159.30419733999997,141.48560399000004,153.39223751,82.15606783999998,386.90017607,58.16543581,211.04244415,218.35114239,0.0,112.4071204,0.0,113.34228469,52.02680715,0.0,193.06733149,201.93994525,158.26502827,193.9781304,148.74026387,164.19968443,151.10508635999997,165.49865021000005,253.59317134,256.83317484,361.97448239999994
12624,28.75919931,62.85726568,25.45779593,27.28507548,60.46753653,73.90734227,18.1510414,14.72098865,19.65193,28.13763768,104.0990434,0.0,0.0,0.0,0.0,0.0,0.0,64.05006586,26.91685523,28.67582245,0.0,0.0,43.28593660000001,0.0,33.63443119,26.25855871,42.06488749,0.0,0.0,28.29932205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.56461642,27.48991853,30.45834387,34.66190237,4.771338986,24.19048925,22.85446707,16.80660306,30.70302428,47.31530263,46.79628133
12805,51.23343123,44.94982715,50.793720373999996,26.83157871,79.492179023,75.713617763,21.07957518,24.949776546,23.41250317,21.688852249,26.758659100000006,1.594795027,0.0,0.0,0.0,0.0,0.0,54.972724938999995,60.652189709,68.22129086,26.42283769,69.65047526,16.794943399999998,37.23061262,38.84839088,55.52634824,0.28039404100000004,0.0,44.221799158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.812098615,32.228644835,44.92911118000001,21.792066396000003,18.571782117999998,38.21406144,19.95194975,38.15643974,48.720127508000004,55.58307648,95.21331191
12963,103.12689163,87.4230484,63.699212903,91.65530189,0.0,0.35292729799999994,0.0,0.0,0.0,105.10913687,157.59692785,10.77564208,0.0,0.0,0.0,0.0,3.734538119,334.0430414,636.1486482,388.3595639,89.80232683,240.99705944,156.05717399,84.48843088999998,326.8429474,331.5107382,167.53394287,0.0,70.17436199,151.07599364,1.472706389,4.518742828,0.0,3.855275942,20.681375511,4.531100266,0.0,151.48629352,112.91182019,204.27160006000003,375.0731954,151.28079497,66.32985884,144.45401084,87.64154893,325.5799647,370.1508857,427.13377010000005
13191,7.574786392999999,13.03675355,8.06995492,16.59343148,0.0,0.0,0.0,0.0,0.0,42.60694631,12.74950405,8.054520339,0.0,0.0,0.0,0.0,0.0,17.81964047,21.53801564,28.58943418,0.0,0.0,2.519493459,0.0,47.90672957,15.43684966,10.01488211,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.135190872999999,6.3127890560000015,13.79109433,16.98083096,1.5583161,10.15791107,22.39276067,8.011009814,18.55189019,22.63216655,19.57050691
