VOG,AYAC02_W1D7,AYAC02_W3D1,AYAC02_W5D6,AYAC02_W9D3,AYAC03_W1D7,AYAC03_W4D7,AYAC03_W7D5,AYAC03_W8D6,AYAC03_W9D7,AYAC05_W7D7,AYAC10_W2D7,AYAC10_W5D4,EM09_W2D3,EM09_W8D5,EM10_W1D7,EM10_W3D2,EM10_W4D7,EM10_W6D5,EM10_W8D7,EM11_W7D7,UAB006_W2D2,UAB006_W7D7,UAB007_W1D7,UAB007_W6D3,UAB007_W7D7,UAB007_W9D7,UAB010_W7D5,UAB015_W1D5,UAB015_W3D1,UAB015_W9D4,UAB015_W10D7,UAB021_W3D7,UAB021_W5D7,UAB022_W2D1,UAB022_W4D1,UAB022_W6D1,UAB028_W1D7,UAB028_W3D7,UAB028_W5D5,UAB028_W7D7,UAB035_W3D6,UAB035_W5D7,UAB035_W7D4,UAB035_W9D7,UAB038_W2D2,UAB038_W3D7,UAB038_W5D7,UAB039_W5D7,UAB039_W7D7,UAB044_W3D7,UAB044_W5D7,UAB060_W7D7,UAB060_W10D2,UAB071_W7D7,UAB077_W5D7,UAB079_W2D2,UAB079_W6D7,UAB082_W2D5,UAB082_W5D7,UAB088_W4D1,UAB088_W6D1,UAB088_W7D6,UAB088_W10D1,UAB106_W1D7,UAB106_W3D7,UAB106_W5D4,UAB106_W7D7,UAB117_W1D6,UAB117_W5D6,UAB117_W8D1,UAB117_W9D6,UAB119_W1D7,UAB119_W5D7,UAB129_W5D7
10541,21.93229042,82.35512236,6.878383037,51.08605278,251.336404,42.97125096,210.2546561,30.72029739,13.97375898,205.4312681,772.2516717,151.9072358,0,0,238.6814852,413.817246,336.8036201,308.6416382,208.6593844,61.17892022,17.25851651,26.20475682,42.78574846,41.93291163,225.253337,9.356530613,20.1539574,35.55516415,55.38524508,30.65689862,151.225175,192.2138842,268.1422055,0,67.5723471,0,168.8081108,2.675907178,0,0,0,145.9226809,0,239.2080004,0,0,0,0,55.96441712,7.659363013,0,37.03373511,23.64326754,46.72126378,32.58123145,19.07565578,385.1396655,0,161.9227837,4.873754872,82.65986611,59.43425269,117.9475807,57.80115006,74.79699369,44.91667424,38.4934837,23.7818672,0,12.88222134,8.541008382,174.7592587,91.37905572,0
10685,279.2220825,124.6437945,12.17932356,40.66881694,79.78950071,149.2184546,180.5113558,696.5312815,437.2043097,89.31063363,104.2577619,441.4693431,0,0,144.3962055,266.761166,122.3707061,103.8923188,265.0536042,54.53051543,421.6122259,796.4090736,17.17714936,673.9296336,26.18578307,8.285924438,134.6019943,106.6538289,202.5728604,79.39730886,117.7814436,2.877728886,0,0,100.6992108,668.0954265,0,0,0,0,3971.456024,184.5587374,0,306.7488635,0,0,39.1944952,0,30.05719571,0,405.8976077,12297.773,128.4234232,114.1458947,52.78060201,140.8577992,80.31664704,80.04549171,6.494299031,114.2674555,214.7940574,1510.582129,81.96579531,172.7859526,186.4646668,170.6010957,361.8127561,459.0035664,866.9158402,539.8482439,517.0492811,120.0069514,112.4910844,840.4029453
10825,518.6327792,754.9619452,458.3078624,624.8696308,681.6342212,899.2569199,697.7877096,323.5200444,449.2809174,695.5425936,668.3378287,628.5077164,0,0,936.9487655,760.1775771,763.3460141,732.07811,790.4367813,730.7802398,627.887326,380.7158819,643.5382998,506.0969016,425.7398931,344.6079746,650.3300505,195.3292621,265.335139,296.3095599,321.1455004,443.2836292,372.3368522,173.5811061,288.2351846,386.8088256,225.3379624,409.15518,460.5826911,561.2197329,0,95.17656341,235.1714167,445.3864396,8.823235601,561.2114758,1531.748428,98.66879207,524.7679984,189.9657992,399.3821842,362.7255521,299.2288049,601.1147465,619.1171807,646.7522383,1030.509839,155.7637171,206.062813,1001.95122,644.4764248,432.5571428,850.6177656,524.143203,689.4569886,826.3220892,950.4874789,468.5653607,324.2952925,418.4032655,476.5696641,226.5987751,355.262372,289.5000011
1109,46.67641294,113.9102275,39.03629348,211.7210096,126.0824928,70.73607255,132.7408245,18.67974127,48.22544678,234.3375103,162.4021708,79.17300202,0,0,12.31425845,34.29227553,35.30971387,22.00972455,31.25123525,0,75.8289824,33.46145871,37.35665612,790.4277043,64.81485019,158.3053006,147.3380914,64.71983791,60.24526089,175.9615463,43.32437212,93.38583827,83.30826524,75.94095727,61.72009254,117.0520027,31.93406997,0,35.08037488,0,0,14.05218994,183.1003982,143.3752812,0,39.6878226,51.05334246,106.7195062,89.32781963,157.5733912,169.6998758,56.29670355,50.31772323,54.59035547,38.5219688,46.39646681,19.6324841,179.9721637,38.16094516,84.19907739,66.56324631,91.18922611,47.48963575,49.3421431,64.43135415,50.77079978,66.23483229,27.25298786,32.02478085,23.34214465,19.8735395,27.21391834,23.5725303,36.52905024
11099,13.4456299,29.1298,26.39223856,20.36180552,27.19098218,37.39644294,17.06533792,9.305783517,14.03348768,38.03697193,41.76225165,67.61489954,0,0,0,33.27966354,21.77861914,2.741174636,2.582807528,7.41292026,32.04224222,28.57657423,13.2929707,9.677946933,5.570095926,3.25941915,17.80245649,11.15130515,16.1248324,23.21644695,13.65463136,9.651253009,13.04352036,0,3.865389737,0,0,0,0.907853099,0,0,0,0,0.962614648,0,0,0,0,0,0,0,0,14.3240234,6.660137216,32.89832372,33.8448679,3.493005839,71.39911357,67.64894824,2.084267863,20.97887507,1.256079521,24.14097751,7.901045725,14.02606121,5.419875524,13.89328407,14.9621461,21.6517907,31.15554261,23.59562666,28.40576878,28.51932042,0
11164,382.6888406,376.6671072,529.6442037,243.9277916,164.0307696,492.3392023,234.0167629,588.7956804,1044.637706,248.7480731,377.4919554,459.9584204,0,0,479.011765,882.2689694,710.2083999,734.8834706,1115.909997,1171.953127,1455.37491,689.7805633,971.5862221,98.78956366,212.4120826,540.3986003,283.6300542,565.6280402,457.4878055,492.1143367,465.0356311,165.5227443,344.5057848,0,311.3897227,308.7341363,108.4502545,585.210141,368.9798468,543.8605889,2.796998304,1157.092395,13.96515817,378.2876636,34.77383776,84.09762255,37.05630286,469.4775965,403.9260528,0,14.55153818,280.3583324,383.4691299,236.1186818,329.5590995,519.6545023,5.495216841,135.2253359,369.5384391,393.9276551,498.8375848,71.09375163,425.7574376,1547.828557,903.6203842,1080.217408,751.0672472,185.6997538,124.7845375,310.1559037,450.839969,101.2147815,697.3409306,0
11320,575.3701402,1018.960032,884.9039777,530.0177976,200.744979,463.584731,425.9736657,204.9656849,437.4666789,434.4062782,379.2586916,379.4334705,0,0,676.3606451,652.4884789,958.4541593,960.2266376,795.6667705,311.4414899,484.2701735,731.5577803,405.2029794,131.7986595,1042.888701,1886.640993,466.3835268,499.7765292,317.7446382,1054.159357,661.7797841,576.8146445,674.1721365,13.71156173,379.8607181,242.0848238,555.2536416,14.57165962,0,1136.827748,2246.618963,1865.081929,1592.704199,689.0112978,4850.150712,1031.653056,431.4007438,1595.456618,796.4122025,1638.763269,1043.694641,126.3324836,232.839274,186.2895881,290.4556448,697.3968917,505.3553326,939.2331484,503.4656645,149.7787694,458.7090653,135.2990376,376.0538418,271.2153552,523.2701285,363.4777507,576.3550924,408.456473,377.2919494,412.6877542,534.1758134,501.330052,191.5268087,94.97553063
11529,139.8331194,111.7592781,80.94290265,63.61728269,78.88583772,122.6884485,129.2145028,16.48212465,110.0674903,80.70059229,89.60778598,46.57235413,0,0,14.66845491,74.26936678,56.49554218,50.73565182,76.85313261,62.49662004,176.4696539,192.8954679,192.0022252,71.99341519,66.90101074,6.5008836,117.1771174,122.8846812,82.50981383,88.96932117,87.37688494,32.24319224,54.39539672,0,230.2522511,0,0,0,72.5994924,0,0,0,0,0,0,0,4.504706688,0,124.3082935,0,5.989407381,73.51687169,102.7496365,45.41550581,43.50716477,75.73540906,28.58258714,53.38348286,91.62708223,142.3416628,200.9482877,68.00259176,194.7474138,116.3410335,78.2539976,77.13615077,49.82992027,41.91005696,43.79859734,62.13777352,54.48828406,51.22619923,108.1563155,563.2457232
12810,179.4623928,310.8687696,232.2534745,218.1744692,142.8178106,183.2002938,170.1977324,128.0129234,188.6133688,580.0755496,0,8.220838868,4.08894283,0,0,0,0,0,0,0,155.0118226,119.5204819,0,0,0,0,0,92.8284802,113.2517177,140.9107289,110.2784223,6.93097005,3.114078924,0,71.67418286,0,0,0.946114146,311.933104,0,3.578906776,174.9160934,0,726.5941457,0,0,0,0,86.07434632,0,0,22.44673675,19.70452147,266.2494471,5.759834313,135.8541912,72.16349187,131.2080386,242.066524,272.3165883,186.611018,225.7786219,208.7940033,232.1747514,362.2129481,294.0636005,388.7551406,0,0,0,0,474.722026,246.7207964,107.5302034
13158,0,0,0,4.333308514,0,0.765244613,0,0,3.043353438,0,500.0000192,404.7047142,136.6818462,0,3.497010287,0,0,0,0,0,1.79449655,0,0,0,0,0,0.495895194,285.0639804,135.1665623,117.3819186,345.3030574,0.307475533,0,0,55.69908778,96.3896898,57.43482002,73.31466075,76.07456406,22.83550883,224.7646113,20.75085524,93.79843358,6.273817604,80.10870581,25.3587847,111.1525441,121.2250702,352.439753,92.58162088,44.39456592,0,0,0,0,0,3.716829514,0,0,1769.45303,3061.332326,7900.7168,8954.187287,0,5.740314819,0,0,0,0,0,0,0,0,76.07263375
1416,21.20218639,36.75399603,49.07888733,26.62302326,202.7564445,261.3082496,48.66123794,61.69685971,33.77258501,137.1352248,34.71674709,61.08613341,0,466.7768897,45.03136973,25.5828323,29.60791967,32.92572035,24.25069596,119.6077702,259.7597247,171.3521824,113.3687925,184.3937306,26.74230105,20.48625803,92.8421987,558.1372609,91.25251423,120.130219,155.7366591,154.8952858,215.5398198,0,95.78775574,7.596165239,0,2.05648422,1203.382514,106.0688141,0,0,0,0.058224374,0,514.4737413,1308.584698,175.880208,305.3880775,269.1159089,527.9355819,36.59285731,33.36000894,46.27310312,623.4703909,59.79165111,100.5970688,32.12052944,169.559074,32.88795505,27.76505146,58.26111632,16.63256309,51.57894952,107.6950945,42.99348753,7.67814615,41.71956916,48.31249216,77.62009925,53.17477221,43.31894513,39.03381293,0
14524,151.5207093,198.6547918,180.9428194,54.87673487,170.3804774,206.0954282,179.3159366,97.03513141,187.051487,225.4475719,161.5435691,189.8205171,0,0,20.17469186,19.68228407,45.90262802,117.411507,63.80804828,13.31895181,26.51295107,24.95895691,18.65919043,12.22634075,41.24353559,28.48565068,38.41257017,60.66736933,98.38699502,128.1425619,77.16202575,91.50547481,83.88869168,0,13.02192772,0,0,0,2.548685954,0,0,0.898418701,5.164596575,433.1442415,0,0,0,0,65.67791328,0,7.397498311,64.78735392,37.91505258,16.20451418,22.16591975,59.32662969,39.2247377,22.03356452,39.55430307,19.30937502,29.63779205,39.96460663,72.29101461,145.0268045,144.1783581,225.1913855,168.2730489,14.93489264,97.25558446,49.87461103,36.33615664,218.9382037,175.1999332,530.5881975
15552,6615.319403,8232.618459,13030.49711,5869.189989,8301.044296,5161.917157,10870.66645,11449.97025,8074.561475,9668.241595,8312.175471,6578.043062,14735.71735,3297.349726,6872.764065,7845.023045,6099.839989,5609.995994,4162.039532,9330.860282,15072.82488,5620.089415,15047.65832,1189.618069,6713.785224,2085.866015,6906.712702,5189.292141,7593.030603,7344.764016,6284.418599,3583.563937,3560.943246,5282.765996,8832.857727,3482.318089,3130.386641,2930.100717,11452.55821,3519.125568,2101.876556,3458.413887,1686.766211,6681.318906,4217.147633,1478.451454,3485.48437,2257.863323,5918.598166,9901.149331,4817.394123,6233.995257,6662.039912,7786.322663,10137.52497,12260.13544,4586.961336,6525.067627,7645.835573,9926.480568,6993.765202,8608.901433,8164.187873,8825.622606,5820.563053,7897.223024,5001.762367,10436.05104,2269.27628,11590.87343,11123.92906,10605.042,10182.94452,12583.53862
15817,1057.00954,345.1736992,476.2529993,147.2190521,67.8721082,150.4186446,146.012665,43.8631621,79.98017814,63.52226975,806.7986794,905.3080441,0,0,135.7792057,266.715885,129.7770635,194.3712193,199.462157,202.050591,198.3811238,163.9786668,123.951732,45.12152745,45.94600069,21.34611631,48.13558588,785.053188,301.1165931,474.7514771,530.7802657,161.1686937,321.5001168,0,212.4786893,275.9441073,0,10.07784937,5240.717479,0,0,0,0,21.3352701,9.257139153,0,7.818378361,0,588.0135681,0,0,117.2504119,114.4850517,75.63846934,232.8259727,168.156828,13.02836314,301.8047179,657.8358457,45.84661806,66.98642327,19.220428,77.57469295,43.37889108,50.30288968,78.39901969,56.94479932,11.12949242,45.77363964,38.98389494,55.22768059,131.5101918,835.0969963,87.64103284
16298,0,0,2.334993015,0,2.728643511,1.208898698,6.108420929,106.1479163,63.46232107,9.863000228,0,0,0,1179.747532,0,0,0,0,0,0,98.36978709,18.68093707,0,0,0,0,0,0,0,0,3.702126452,17.72935993,18.9360198,0,0,0,0,0,0.763042175,0,0,23.02585702,0,43.48255686,0,0,0,0,0.915982024,0,0,15.98059244,0,1.851834902,11.06029534,11.7004824,6.458846379,15.57519182,15.21337532,20.72972751,36.40268685,9.501509508,10.82147703,75.75133484,86.1487431,29.51490752,41.28716297,14.90435094,121.6401377,28.60879997,28.64608799,22.78956965,29.61027963,0
169,151.7905599,209.4718045,213.7859987,161.4387917,105.213841,241.5707667,154.2052982,54.25073795,175.3543843,158.6517379,147.9537888,203.6599137,0,0,42.40558999,116.6666991,119.2178411,69.83592383,204.333082,58.77341714,384.3357042,427.3502461,194.5129291,616.3925584,77.52803196,57.29197886,110.8812099,272.2851252,146.9190777,154.2630167,354.8779648,90.66183337,402.3257456,0,155.0776419,77.70260607,0,3.150358805,2.117036163,0,3.177866158,162.3117633,242.8589168,36.86977951,388.4029507,146.9610516,40.24524124,27.83140922,302.3049725,62.22010209,0,143.8800006,193.2567632,100.3035559,112.5169336,40.42415566,24.43617702,107.3966982,156.7666835,134.4692759,256.9019886,105.934718,334.8791433,116.1052386,205.6803653,82.80973999,44.54718955,32.95209292,112.9384559,60.95895409,66.04368048,69.25073688,125.1851822,0
17070,90.86481222,161.8870981,26.01162037,99.94648358,75.89850425,110.8478611,68.47524243,89.23552302,176.8741827,138.3389366,95.99431356,169.6146692,0,369.6661134,191.3304806,147.0537596,200.8328909,85.91364301,196.4656451,227.1916981,110.9147163,40.69910616,60.60383653,141.1500792,309.368395,58.17466115,36.77370625,39.42465223,143.5722687,74.26424309,58.21685181,133.2193687,57.55593822,172.3244856,80.44094984,0,7.528302248,0,0,0,0,520.1394751,67.57964224,131.784092,0,0,0,0,38.90040658,0,163.297454,33.00503444,43.17509092,37.9759953,58.44401017,128.0606697,45.2878675,162.7472451,133.7863903,179.7144108,111.994157,92.87202617,79.97715989,116.2032842,113.3779167,113.2239967,105.567038,141.6797284,140.1759363,256.4559644,252.6033066,207.5296364,229.0568572,832.3390984
17611,24.7212113,14.79450294,22.5543029,8.265384758,13.52096766,13.86651581,9.896090139,101.1819319,238.5433026,12.6126197,9.539623808,0,0,0,9.338312655,3.827572167,39.10223869,0,1.456150746,7.522741301,38.33576333,12.88885817,0,0,0,0,0,14.76066479,18.72841806,16.70646142,23.69086697,8.797216649,8.423391263,0,29.41991078,0,0,0,0,0,0,0.405952154,0,3.467908401,0,0,0,0,19.78445783,0,0,13.01079371,2.076604451,354.2740767,26.70856504,12.56570976,0,58.6292297,476.5492576,11.80956464,6.524254698,11.897089,19.59889729,33.85419263,26.27788562,14.09418556,24.67344337,6.185995657,24.28545881,22.36099161,19.39420481,22.27509612,25.53690783,0
17634,45.61316891,54.4586872,20.80750039,50.83494043,5.430763822,1.256814045,14.07487763,51.44375216,65.40644878,53.36226547,56.94064265,71.50818975,0,0,0,0,0,0,0,57.37161247,71.57547741,22.79037849,0,0,0,0,0,17.72432576,53.86989581,40.48543218,17.5947987,51.1841703,40.70529133,0.749607019,59.98518151,0,1.418483746,0,0,0,0,0,0,82.34126761,0,12.11992874,0,21.67034555,44.13776808,0,0,0,0,19.74525874,28.74669016,159.7190443,76.74109958,0,0,68.51338218,73.91704459,22.99665104,41.78717054,77.92836572,75.75842593,98.52383064,99.41180499,35.9707513,64.013087,50.80505515,69.97530785,60.44093481,83.76571132,728.5423676
18199,100.5085041,92.51002531,47.7037058,37.85915314,1.685594823,0.965690149,7.870221527,24.44398159,100.0937672,0.25965744,69.97388034,91.08330898,0,0,220.2108844,107.7574709,58.28429528,115.6863596,39.67284383,5.51440765,0,0,105.7928253,56.85545551,38.30563424,245.3543499,94.83754958,67.87040231,33.28632125,61.58835244,71.8501796,25.01500072,29.76442842,0,0,0,3.402810734,0,0,0,0,0,0,1.491834918,6.441215221,0,0,301.6932067,70.51060698,0,0,78.05535232,70.65553835,50.50679534,40.60965892,43.73996708,0,0,0,23.89129552,0,4.152830031,13.96753993,63.80827822,124.9118152,65.47389121,55.51785288,16.65814949,0,25.51853919,36.17734876,0,0,0
18397,325.0262804,294.7430581,295.1323608,175.6195955,221.6508663,244.7813353,313.1585434,178.9813214,322.2496553,266.9846635,156.2957245,223.2344337,0,0,264.0947538,183.5393672,218.852453,156.1064005,186.6192735,696.2795221,325.6752913,107.7060773,327.8745668,227.7661158,253.5743406,75.49786347,280.4834617,244.7469592,271.2695835,411.8772963,313.421599,264.5750243,213.8991678,0,250.2258124,0,135.060889,6.252343579,30.79556203,25.79717477,1.433394524,65.11207627,70.94959543,244.0126513,565.6153481,163.026682,167.1972468,14.83597194,353.2502551,82.97398243,404.4192922,121.3674807,123.759248,211.9099705,698.4084701,109.4012658,397.1621387,334.5070073,298.469064,256.6796543,247.8874062,175.7161225,330.265871,484.2151594,366.8375179,541.3932906,532.3409695,235.7715986,469.8607002,315.3712843,400.3242214,209.1449694,217.0392089,107.667798
18411,187.2966821,221.5332087,142.2933703,126.2335727,208.3266318,240.4259761,198.2976071,197.3114739,260.2566256,177.1906709,264.0391138,488.8136947,0,0,268.8265061,310.9538492,249.0804115,156.6006369,173.7041775,119.2595503,195.2795252,116.7590015,80.51737777,49.26394308,203.2100026,218.7918529,139.2818729,120.6174884,170.612518,231.9792598,141.4824091,298.8059575,130.4968939,0,96.80170586,34.90447179,0,0,0,9.393777674,0,102.0388006,132.7912186,225.8504133,0,109.2984746,11.77520641,0,54.92259609,0,22.94367135,101.9846005,111.1497256,149.5968207,162.0615653,131.3269369,94.93581349,122.3349112,124.5651402,200.2191693,215.4770274,148.5546755,176.2790037,152.1098235,134.9194666,170.5734745,145.2987833,369.3585867,462.1373644,323.6452073,336.0026005,242.7768927,165.9944147,0
1844,15.15915874,17.98552758,16.87406282,20.88740089,0,0,1.645285922,57.41950027,56.92819982,17.71170722,30.31833118,35.49134573,0,0,33.7125573,22.75913674,28.943529,43.3418098,50.9365835,10.00561651,325.9787616,154.2853466,27.81046629,32.65711157,22.78971821,16.06742153,56.99008343,12.90129885,16.35486575,34.56509259,26.75379066,30.88993117,57.61813025,0,3.320115323,0,0,0,0,0,0,0,78.63077084,0.909504874,0,310.2321822,0,0,2.124757427,0,0,0,4.142979323,7.491287345,2.960308933,44.56803462,23.57348768,34.57593293,131.965436,18.75498832,75.35793279,127.1548481,64.29983053,5.661383004,16.74729779,6.248653699,7.36705809,43.3823072,78.44493733,52.79963662,44.04748086,87.13816218,15.85049451,0
19270,88.17668976,168.9301001,165.7216319,152.5190658,143.9821631,189.7819735,147.0425294,94.26760153,127.1222441,169.3634752,195.423032,65.64898934,0,0,172.4862067,60.84979077,165.1796718,128.4071724,150.0167707,103.8932735,79.77721674,123.4328611,155.941839,166.4154876,167.6096382,60.50845978,209.7005646,99.80095693,124.9464739,189.3082091,167.5071519,80.30244125,127.0167827,0,55.17353374,0,0,0,0.489668798,15.87440322,0,35.16920136,0,82.9333115,0,5.522505826,0,109.9840089,18.40745333,0,0,112.7255694,178.6069138,112.8170119,113.4758354,247.2866101,135.8353039,55.09872809,156.0810348,73.41082156,243.4096018,86.5188661,235.9530848,111.4395109,151.2160421,158.4149862,261.7958457,55.28832924,33.7815826,86.52450287,83.40416225,32.62792088,162.3551201,0
19544,442.4534976,151.3187291,357.6090447,66.79464058,52.87664138,119.4344901,65.29100096,21.50116053,57.46865741,71.34196344,81.04770555,53.60672012,0,0,33.43449442,101.9935407,108.3812051,123.9136029,115.5182589,284.9238268,110.5789959,79.74980994,143.7939412,32.22621913,26.86096562,86.80033957,88.81758428,49.2373604,31.72835219,16.27809061,25.73029302,34.32014145,33.84398275,41.36321122,78.73169304,0,0,0,0.863721351,2.333390288,0,0,0,201.1142653,0,0,0,0,30.50615935,41.35169527,20.47326153,75.93017891,108.827052,46.46679067,137.7160385,110.8923886,35.89063499,33.08264907,67.96213781,83.94485312,156.0026559,51.78420434,86.41888775,150.6177484,88.07197601,56.69901784,49.09511691,24.25191479,47.70357981,44.28263586,31.11299554,12.28406036,38.30536174,2.47332111
20036,401.3016087,341.7390757,328.9561558,217.5746063,58.94936818,148.4255031,148.170191,161.9755853,461.930647,316.0546018,23.88905418,32.23118036,13.35948962,3.769861904,890.3285981,577.4496387,738.850234,833.40293,841.725051,470.681747,114.0254577,78.10002264,192.7591758,114.1805795,257.4875685,224.4659041,154.191312,158.678247,240.5654459,274.9443016,216.938427,67.3400304,37.30610208,29.19789763,85.22784553,1090.789597,206.0547531,23.8019802,26.48505053,48.40201649,0,48.51085864,28.93899208,225.3217629,204.2497244,381.301377,71.70383328,532.5153769,75.84739114,0,175.0978069,56.83733995,197.8193342,94.29169213,53.94684065,69.88528351,24.37665954,38.03613712,53.7613771,341.3818997,418.8541407,258.4237204,330.1329913,199.5317979,185.1521168,195.3191885,149.2958301,26.62713636,59.97124931,59.95566898,69.30187277,1005.94914,395.3689112,12.26849887
20785,21.10328838,14.45927218,0,0,5.753904167,7.898297033,4.201170342,6.872734997,12.28791446,8.532469073,22.20330475,42.8853761,0,0,36.68622829,23.30315996,12.24070081,5.066822006,63.12413486,97.04336278,91.9031469,19.33328726,45.52842465,75.50142767,16.69288123,2.804360147,6.705291582,27.62352982,45.68598951,31.91362502,18.10339835,15.13121264,19.85513655,0,45.46713484,0,0,0,0,0,0,0,0,13.8955947,0,0,0,0,9.585016836,0,0,13.16422288,17.22014446,1.689701479,5.007855945,68.18675712,0,5.807612376,14.53199629,14.88970987,41.40018621,0,28.84366017,34.54898241,29.53163324,23.15519672,30.78242454,1.687089725,0,12.69137362,15.54336992,46.2436929,33.19798017,0
2115,404.8449591,322.6517808,530.3298473,213.5261795,225.9667117,341.1212693,184.2532016,397.7846996,364.351359,97.46857594,229.4735068,300.4948675,0,0,283.1149649,498.187657,295.7605722,257.8983232,342.1448094,393.1882448,355.3265566,306.8199912,143.5066105,34.67256093,74.70056035,55.29292006,200.8507239,212.5898145,171.7615696,158.7439904,245.4184546,131.7119163,169.7652808,568.427421,87.75615835,380.2743078,23.01524499,70.62603548,7.806017232,27.18057975,0,0,0,109.4297414,0,0.404765973,46.51408084,48.0971355,194.1683166,209.2490972,32.72644999,81.15519217,71.68111097,179.3607137,193.3512711,219.8651736,48.9306124,68.94153125,105.1026716,274.6104791,223.5371928,125.4555453,276.43403,123.0409,135.1953658,154.7298985,170.8064224,116.4727216,71.58677476,106.5006465,143.0493277,41.44713923,187.1336716,1.241834867
21221,51.23606493,120.6893197,212.0034958,885.2645138,744.0692442,472.8613934,605.4195279,134.2953149,279.2743528,1328.677614,116.4600232,323.6409974,0,0,69.61963829,241.0342806,459.9382087,150.3035549,452.6905847,0,528.3056587,533.5996346,558.8784132,3328.456564,100.0243473,870.6332286,47.21953958,201.9703953,56.14966825,51.04757101,171.8077417,26.52604845,75.47987929,0,54.89958133,1114.65579,583.1337109,131.4641124,294.6692515,0,30.22596982,67.84827649,82.00067424,0,120.2779234,71.38694535,0,37.19569709,4.898763658,32.60139129,30.53087025,228.15781,940.720178,197.4288459,0,502.0363555,2767.901778,1938.326372,218.4534042,551.1754926,245.8104913,818.9004985,152.7165407,231.1895509,888.4823084,75.28058142,133.8986593,1317.200702,15.04778859,214.350076,72.42780201,752.4297667,368.9391604,10.72765783
21914,637.4219858,754.0052988,1938.542334,595.1077026,946.6884866,1726.162273,665.7594641,1039.340804,640.0266962,539.3742819,645.191344,1509.565239,0,0,629.135464,1176.910896,690.3755255,464.9554312,537.3196254,1023.694636,831.7491507,220.3994747,1017.408529,88.39191532,558.3371321,49.18416259,350.3896264,817.066056,964.6837884,1148.376456,942.9859051,487.0842914,771.1013031,2114.871281,1044.353342,22.13346961,24.90857458,33.56182247,308.4521689,0,4047.648126,1202.755042,117.6150793,1806.20392,0,25.79708469,73.00627972,118.9160212,152.6229604,5.650907823,99.47498173,526.9371452,519.5664336,683.3152781,1486.331644,980.1253613,390.4901087,406.2010027,816.5979707,557.1294315,587.1829228,402.2915665,766.7088621,918.33952,1111.554562,1266.414137,1742.04581,174.1076596,424.6485941,598.9946651,527.5503769,1094.36237,888.6843924,2531.097891
23413,10.02476896,24.0543669,0,0,9.570050608,1.072383607,11.36030756,34.28281928,35.9768137,21.08838184,44.79115557,8.072541383,0,0,0,0,4.849257223,29.12358195,20.21654668,0,10.51751627,11.83670648,3.716606094,29.31364539,27.22696434,31.12894147,6.080619645,6.737606825,8.705045566,13.42502792,6.693693507,7.257862149,11.38912995,0,0,0,0,0,0,13.44570634,0,0,0,0.438010851,0,0,0,0,0,0,0,0,3.298136481,14.48315553,4.088045669,9.231950028,0,8.127270963,12.99018619,24.44859826,13.8754289,5.848568961,0,13.51001963,12.95360958,21.11094653,0,0,8.496370429,12.36225866,13.86300561,0,0,0
23702,247.0814547,441.0539483,200.2382269,245.2228355,526.3150795,493.9486978,367.5022466,221.3752873,317.2318414,362.8872717,449.3952498,285.6682046,0,0,158.5647129,383.0423776,452.5970055,333.603207,473.9994432,342.5964837,560.3805406,500.0854165,686.4737822,416.132641,169.5834111,23.04897406,901.4934833,497.6165994,501.8007203,602.6959419,561.103819,355.6163001,446.2337636,576.2993146,410.6403639,3586.150781,7.558245374,234.3036087,433.7055548,0,1786.298357,62.43187246,0,376.2864246,0,0,326.9329963,0,531.0375629,1704.58703,500.5978242,340.4246669,444.4007012,376.8641697,583.425944,639.4680101,317.8275755,332.4909465,549.6279295,390.9346292,526.8937978,284.8140883,501.6226243,404.3331097,491.4622903,291.8168503,288.0670774,116.9210683,102.5878573,133.3175677,109.3074014,131.8963516,472.7062857,0
23782,140.5338941,129.9463054,19.83903669,67.58263519,63.72933663,198.2379163,104.4560586,73.56738347,114.2561233,92.31254687,110.6764317,73.77638653,0,0,53.43617997,248.87619,115.34698,94.28285298,229.250137,103.6621221,90.68032893,870.8120108,44.81638213,149.6181204,76.96908745,14.36694474,104.7305732,56.67811095,62.06828826,77.16806056,60.28158212,57.13672158,67.40478349,0,21.47580233,0,0,0,0,0,0,523.5396762,0,0,0,0,3.530284319,0,21.73811995,38.51760446,2.13870256,4497.060621,52.35322994,137.5928519,75.54689179,130.7028126,12.39946364,53.53932674,36.87139268,64.54245906,125.0037326,483.3608732,10.33284148,89.92916907,106.8542295,70.27861904,54.06150889,35.26871942,90.07520166,53.11160907,59.72960006,91.34898653,83.05729629,204.0339714
25801,56.79013188,34.68202339,25.48686572,14.94411084,65.35668177,142.3337899,72.3154578,76.42849499,119.0888656,20.64740319,17.95486499,31.01531664,0,0,54.13600895,100.0063794,78.89514192,89.33467161,93.20014845,87.04886363,82.5147967,102.9238619,43.90240948,24.41629357,35.45108067,10.66080592,111.1043221,76.75922237,103.9792042,123.0609881,90.78638755,140.3234602,100.0814919,2.203643849,1.396968166,1064.370393,0,0,0,0,0,30.33767436,396.6133495,113.7449534,0,0.431870837,0,0,43.10295174,210.0169983,132.1510234,36.26613537,40.67456263,118.8071352,99.2628589,175.1906767,29.9088625,30.66774902,66.84360361,19.65244382,28.55894385,19.20568018,45.27870245,106.0130997,97.66223114,110.0110728,114.4091564,71.17409776,269.0296043,100.9107338,107.8546337,29.218515,40.01542253,0
