,AYAC02_W1D7,AYAC02_W3D1,AYAC02_W5D6,AYAC02_W7D5,AYAC02_W9D3,AYAC03_W1D7,AYAC03_W4D7,AYAC03_W7D5,AYAC03_W8D6,AYAC03_W9D7,AYAC05_W1D6,AYAC05_W3D7,AYAC05_W5D5,AYAC05_W7D7,AYAC05_W9D7,AYAC09_W1D7,AYAC09_W3D4,AYAC09_W5D7,AYAC09_W7D4,AYAC09_W9D7,AYAC10_W1D7,AYAC10_W2D7,AYAC10_W5D4,AYAC10_W8D1,AYAC10_W9D5,EM04_W1D7,EM04_W3D7,EM04_W5D6,EM04_W7D7,EM04_W9D6,EM06_W1D7,EM06_W3D7,EM06_W5D6,EM06_W7D7,EM06_W9D6,EM09_W2D3,EM09_W4D4,EM09_W6D7,EM09_W8D5,EM09_W9D6,EM10_W1D7,EM10_W3D2,EM10_W4D7,EM10_W6D5,EM10_W8D7,EM11_W1D7,EM11_W3D6,EM11_W5D7,EM11_W7D7,EM11_W9D7,UAB002_W1D4,UAB002_W3D1,UAB002_W5D7,UAB002_W7D7,UAB002_W9D7,UAB006_W2D2,UAB006_W3D2,UAB006_W5D4,UAB006_W7D7,UAB006_W9D7,UAB007_W1D7,UAB007_W4D7,UAB007_W6D3,UAB007_W7D7,UAB007_W9D7,UAB010_W1D2,UAB010_W3D1,UAB010_W5D6,UAB010_W7D5,UAB010_W10D3,UAB010_W10D7,UAB011_W1D7,UAB011_W3D6,UAB011_W7D1,UAB011_W7D7,UAB011_W9D7,UAB015_W1D5,UAB015_W3D1,UAB015_W5D7,UAB015_W9D4,UAB015_W10D7,UAB021_W1D5,UAB021_W3D7,UAB021_W5D7,UAB021_W8D3,UAB022_W2D1,UAB022_W4D1,UAB022_W6D1,UAB022_W8D1,UAB022_W10D1,UAB028_W1D7,UAB028_W3D7,UAB028_W5D5,UAB028_W7D7,UAB028_W9D7,UAB035_W2D7,UAB035_W3D6,UAB035_W5D7,UAB035_W7D4,UAB035_W9D7,UAB038_W2D2,UAB038_W3D7,UAB038_W5D7,UAB038_W7D4,UAB038_W9D7,UAB039_W1D7,UAB039_W3D6,UAB039_W5D7,UAB039_W7D7,UAB039_W9D7,UAB044_W1D7,UAB044_W3D7,UAB044_W5D7,UAB044_W7D7,UAB044_W9D7,UAB048_W1D7,UAB048_W3D7,UAB048_W5D2,UAB048_W7D7,UAB048_W9D7,UAB052_W1D5,UAB052_W4D2,UAB052_W5D7,UAB052_W8D3,UAB052_W10D2,UAB060_W1D6,UAB060_W3D7,UAB060_W5D7,UAB060_W7D7,UAB060_W10D2,UAB071_W1D7,UAB071_W3D7,UAB071_W5D7,UAB071_W7D7,UAB071_W10D2,UAB077_W1D7,UAB077_W3D1,UAB077_W5D7,UAB077_W8D2,UAB077_W9D7,UAB079_W2D2,UAB079_W3D7,UAB079_W6D7,UAB079_W7D6,UAB079_W10D1,UAB082_W2D5,UAB082_W3D7,UAB082_W5D7,UAB082_W7D7,UAB082_W10D2,UAB088_W2D1,UAB088_W4D1,UAB088_W6D1,UAB088_W7D6,UAB088_W10D1,UAB093_W1D7,UAB093_W4D2,UAB093_W5D7,UAB093_W7D7,UAB093_W9D6,UAB096_W1D5,UAB096_W3D3,UAB096_W5D3,UAB096_W7D3,UAB096_W9D7,UAB106_W1D7,UAB106_W3D7,UAB106_W5D4,UAB106_W7D7,UAB106_W9D7,UAB110_W1D7,UAB110_W3D7,UAB110_W6D2,UAB110_W7D7,UAB110_W10D4,UAB116_W1D7,UAB116_W2D7,UAB116_W4D6,UAB116_W6D7,UAB116_W9D6,UAB117_W1D6,UAB117_W3D6,UAB117_W5D6,UAB117_W8D1,UAB117_W9D6,UAB119_W1D7,UAB119_W3D7,UAB119_W5D7,UAB119_W7D7,UAB119_W9D7,UAB122_W1D7,UAB122_W3D4,UAB122_W4D7,UAB122_W6D5,UAB122_W9D6,UAB129_W1D7,UAB129_W3D3,UAB129_W5D7,UAB129_W7D7,UAB129_W10D2
Lactobacillus_crispatus,4.032077113,7.479301356,9.914929277,10.5207705,-1.851829209,-2.71082117,11.27848718,9.221442775,10.55066087,-1.538758427,1.483463335,2.459809815,-1.653749389,2.89885085,2.499668858,9.652104312,10.11583896,2.993882432,4.70844163,10.92343757,10.62848759,6.955316604,9.580329597,9.208843457,11.57979618,4.103886921,2.784380674,1.164788584,4.673979476,3.101716793,0.018336522,1.097864878,2.92975556,0.845677841,3.092108145,6.199194079,11.08888087,10.97762199,1.64543838,9.869318309,3.06213111,2.973864923,4.027428453,3.379615353,3.501909821,9.723278575,11.03734441,8.588860197,10.64366462,8.301099358,10.99806994,9.133151092,10.34859366,9.057404892,8.640532515,1.2756767,1.032264673,-5.900022033,-2.772171325,-7.044978372,2.873147008,1.85187693,1.566306013,2.679406512,5.028581917,10.49811841,9.111012546,4.472243979,12.2776169,10.70167931,6.064829701,2.37167395,2.943310724,1.116725108,-0.385055589,-1.377166198,-2.057778544,0.969460431,0.161793579,0.035787621,-1.562629891,-0.468889116,-2.607384005,-4.155398862,-1.916516353,-1.86456531,-2.334329811,-1.000764628,-3.110830462,-1.906245046,10.2078701,5.10238899,4.815227472,7.915176396,7.417518725,-1.554995086,-1.760685542,2.197537038,1.976841569,3.328781977,6.014121715,2.817480249,-3.243959819,-3.248013983,3.39135714,0.962066124,0.46732083,0.631747571,4.842991205,0.252282829,4.174858395,3.257951879,3.462693434,2.71928603,3.938421625,8.19004535,3.551959141,7.715844421,2.734556672,4.319241066,1.459035166,2.372991798,-2.609977602,0.253389776,0.857651637,-1.998241886,-4.959487254,-3.336511932,-3.121735726,-1.949554532,-0.327563335,-1.688246904,-2.500711104,-2.958064765,0.03566646,-1.35771034,-2.673166719,-0.491798985,-2.429716616,-1.253102707,-3.232099481,-2.778246308,-2.816218008,-1.91915965,-2.325219003,-0.287237185,0.497186501,0.249305629,0.14728924,1.520344816,5.26744549,0.597652492,1.769179101,1.349624052,5.925819056,11.65697054,10.00365631,11.53349284,10.96101541,9.575460668,-1.499526731,-3.205383325,7.737948239,-3.071447678,-3.63069756,3.408833449,2.716015561,3.532998314,2.491325107,3.123337091,2.672206603,0.565040611,-0.544691916,3.171086038,-0.099627355,-2.832570749,-2.387969083,-0.866008968,-1.460531834,-3.72167325,1.977665948,0.994553038,2.044066217,2.562065933,0.455758095,8.417689976,7.836231612,9.777385631,7.311247044,9.562879197,8.806308586,-4.131759583,-0.00707162,10.99222873,1.733650119,0.970059233,0.443467178,-0.866923444,-2.370575918,-3.466178832
Gardnerella_vaginalis,0.097057903,3.899747271,3.254009489,3.380461981,0.28660512,6.215157651,5.838674666,6.299065367,0.611242707,1.701846025,0.191051109,4.811374611,0.797986373,8.246873733,6.2156461,-3.478227261,4.159942783,0.366687199,1.328376855,2.428527083,3.090764404,4.588418148,3.754676663,3.473154371,4.435155379,-0.08183164,0.133945847,-0.077096455,0.881337713,1.220282843,5.253074358,5.368464184,5.15834043,6.026775551,6.17833225,1.909433681,4.362025788,4.939513311,5.373594922,3.208075526,2.616383757,1.948126215,2.317361643,3.533416923,2.697866098,2.842639217,3.755032084,1.465253546,3.452100337,0.829215145,6.201238591,7.99763479,5.344404602,4.170426774,3.463083142,6.215545408,5.96039118,5.743660068,7.489810529,5.186471773,2.529351469,1.983681317,1.696377469,1.492438222,1.47503763,5.253294247,4.29280511,0.480380926,5.741922718,4.54674411,3.169321041,2.10535064,3.664700723,1.522617408,0.381521136,0.423132473,6.830312331,8.061518715,7.122162803,7.122439848,6.090515552,5.058590143,4.426147909,5.461599298,4.128477186,5.93509721,6.372050345,7.644118106,5.640502826,7.053019097,6.588345824,7.935817326,5.868199328,8.446349312,7.24271901,6.199525712,4.946374338,6.967166242,7.388638501,7.457799312,0.732977712,4.882796246,0.692202028,1.308506613,4.133102523,10.52410382,8.400065777,9.714129171,9.857669774,9.309916457,5.016264604,4.08146504,3.737016604,3.206429937,4.545232396,10.60499823,9.050574115,8.200290867,4.594011761,8.025486225,0.17063353,0.171092983,4.291936839,0.164075777,1.680555482,4.659342136,4.355241215,6.112911895,6.348781236,7.846994089,7.96216017,6.675682023,5.068313047,6.52087388,8.085913031,7.72433307,5.779694616,8.215680198,5.461480047,7.377654709,5.127139036,6.66123997,5.698640856,7.409757164,6.24856754,7.496546974,8.214706923,7.978439994,7.988761146,5.842861291,8.792062851,7.23805376,3.330681433,7.412369491,6.333091604,4.413221114,2.830708682,4.403988571,3.746593218,2.54967582,1.520893923,2.720529454,4.324257984,2.389116766,0.631854517,3.122493567,2.723223838,2.6829299,1.83292181,2.966153875,8.041842564,8.180505498,4.360574689,8.375049057,8.621329888,7.557925653,6.933113412,4.818061253,7.602104076,6.994830122,6.726364673,5.93349614,5.664317664,3.160186518,4.945789821,4.438914816,3.404019824,8.161456345,2.567864569,3.495542872,1.803433539,4.173897464,2.602072134,3.906217715,6.067491403,7.416667139,-2.495838525,2.663349409,0.88754525,-0.023257607
Lactobacillus_iners,-0.725239853,7.39083629,5.909650003,3.032773392,-2.292004961,3.425572853,8.115709287,8.537516979,3.26800844,4.723158211,0.221544023,8.015526421,3.708812993,-0.238225567,8.035836083,2.150586731,6.417679651,-0.011844337,1.530090729,4.356582179,6.889050774,8.301197202,7.219364343,7.19525178,4.083641818,0.632918967,-0.515935579,-0.236339931,1.003975585,1.243223943,-2.444845582,-0.749007332,-1.56652974,-2.498292027,2.398077873,3.317443625,3.625910294,3.542046671,2.311670302,4.31309089,9.028743212,7.824797414,8.690382656,7.669670698,9.012956328,3.068571061,4.678579287,1.658525387,4.225670174,0.861745241,3.354452406,1.756382393,3.207513242,3.461824043,2.148143422,8.033624442,7.92689596,3.673569137,5.112497359,2.9026536,7.266096301,6.930184694,7.453132476,5.818845409,8.174792263,4.454662513,2.639288569,5.279070088,5.465341836,5.100045632,8.516099514,-0.176140314,2.110612372,0.001322754,-0.533987387,-0.23322215,3.169571033,6.310728066,6.292039343,6.947297121,3.786571985,2.461237777,3.420776166,2.504655124,2.009752317,2.431964104,3.340874205,4.924832288,2.379453848,4.619178517,2.722909061,1.889853962,2.651698655,2.447197915,1.589449449,3.901212597,1.568877338,5.806373843,3.841521221,5.014681777,1.445804944,0.737512663,-0.572503276,0.223399217,0.50661891,3.411190549,1.903945602,2.463070299,2.989601277,2.07423423,-0.836061667,-1.157072184,-1.637865829,-0.856511862,-1.754764453,4.002800825,2.76494801,1.750377161,1.773395099,1.269929167,-0.813585759,-0.132111034,0.697315312,-0.269948854,-2.14868998,2.510376937,1.409061827,2.340856923,1.785178808,3.997139158,3.316120714,3.65657688,1.805035998,0.912425848,3.759493824,3.398047914,1.016610628,4.179525026,2.237048165,3.145808359,1.133422062,2.587745671,3.010405588,3.925350997,1.888527805,5.659675499,3.847289278,4.175383033,6.622293484,7.915704593,8.59604991,5.464048469,8.875314169,7.84359528,8.963658779,4.248130998,3.506103432,4.067440516,3.43577276,3.724542578,0.242507866,1.589213269,7.933507301,1.340046735,-0.1730261,7.217560777,6.196624758,7.135283174,5.832207172,7.404530731,1.72909332,1.514164395,1.733868852,2.027910862,2.575547818,2.516577829,2.059213251,0.491061408,2.362223257,1.912605605,9.137437686,7.989597623,9.050985189,8.521359934,7.072338548,8.202371811,6.333243213,7.844924295,1.397418117,3.058103344,1.456043223,1.958623813,7.570216244,3.466732067,7.364306171,7.70800903,0.443467178,5.650737773,-2.621186864,-4.01923722
Lactobacillus_gasseri,-1.938627656,2.425288462,2.554763167,1.522762742,0.967109907,-5.688832957,4.736522769,4.618255471,5.343200317,-0.771488061,-2.74094233,4.51611422,-3.771915882,-4.779113408,-0.319709866,0.528012581,2.059616624,-2.607342433,-3.363016732,3.698184123,3.601321014,-2.094428289,2.801077132,2.655653532,2.839105913,-2.568227176,-4.602237683,-3.4199442,0.826474838,-2.660766024,8.633286988,9.090920535,9.025247603,9.366636053,9.588347401,3.654476139,2.247452858,2.871939034,-2.912654046,7.423724479,-2.467133282,-2.618321961,3.482637641,2.322697934,2.485711735,1.020570882,2.285063743,-0.006462869,1.652033893,-0.610142036,5.093983419,7.945819112,9.2736702,7.353629335,7.2285308,-0.15363731,-3.67368714,-1.635334361,-1.817433275,-2.746591378,-1.905102386,0.914504732,1.072303993,1.496158217,0.11373758,4.295076186,3.426293729,1.597041218,5.211131202,3.943650071,2.523437598,8.096711874,9.325103469,7.944518117,5.972563505,4.957229035,-4.583507188,0.230271758,-0.668005789,-3.451016063,-0.563540819,-3.997370699,0.131648294,-2.973789654,-3.51145597,-3.383438841,-6.099422384,-3.622016245,-5.474868334,-2.707322966,5.922166409,4.009844849,5.175484011,3.159544619,5.581496989,-1.852793685,-3.494616832,-3.0648052,-1.135581045,-2.185786571,-1.066489915,1.279040578,6.932023894,-2.000820219,2.123872653,-3.1927982,2.426857304,0.777182138,3.8527172,-1.320211568,9.491855283,8.461870438,8.013933888,7.441982373,8.950690859,4.713588291,2.693150557,0.262794935,3.025265129,4.446471923,5.411823664,4.690476629,1.364557391,6.756540963,3.811201804,-3.530014686,-3.478399375,-3.403203307,-7.698443447,-4.281267898,-3.108622038,-2.141321471,-0.561683876,-4.808928274,-7.144749543,-6.813628648,-0.040200228,-4.170547351,0.191698147,-3.407442026,-5.448650237,-5.153214409,-2.58629477,-4.126576397,-3.966934575,-4.305618432,-2.387439616,-5.690576981,-5.733918007,-3.862142786,0.526070081,0.095358808,-3.331835393,-4.146040689,-1.436105489,3.745435538,1.72420026,3.220077628,4.069723658,4.200539834,-3.673353526,-1.656148774,3.31112374,-3.899048336,-0.268700154,-2.677857415,1.90767116,-0.683520219,-2.802599744,-3.161820577,7.297985771,5.054732685,-1.841811133,7.882337245,2.681902953,-4.135525386,-5.046952839,-4.506505631,-4.773454415,-4.919658013,-1.164066482,-2.396384686,-0.26183775,-0.166733165,-2.818705303,3.64038945,3.146211109,5.329176636,5.850668696,6.729021099,0.132497723,-4.099498721,-3.487670145,2.359604087,-0.472506847,-2.812764232,0.443467178,-2.414875225,-6.050627458,0.529466354
Lactobacillus_jensenii,9.133685553,6.837442358,6.294989009,4.916604665,0.105288084,-2.605699062,8.368186485,2.58991386,2.836049821,-2.338091734,-0.996453504,7.140489958,1.637195203,2.268697462,6.530462937,1.609883345,7.012351292,-3.031338616,0.176479691,3.339645654,6.118218755,4.94993223,6.295755045,6.095248233,2.335768839,9.145407049,7.970680065,3.280008501,9.749327477,2.864424275,0.953198415,2.04568712,1.805591819,2.21857574,2.02409929,4.094425977,6.552647926,6.427017149,-0.747439526,4.921229823,1.62742959,0.357823179,1.659467095,1.46340807,3.285173279,1.610103722,2.655724226,-0.461270626,2.299666864,-0.725661259,6.253127769,5.252090181,6.350639005,5.483759804,5.092893554,0.788298922,0.788140815,-4.499780444,-3.002881117,-4.793197855,6.067171198,5.103994948,3.613520308,6.363901333,7.845894275,6.935812571,3.86966844,2.750461365,7.15208334,6.258511348,4.986153591,7.002474722,7.587480508,5.892845028,4.477196367,3.31424332,-2.883523846,-1.138197007,0.299330092,-0.698876757,-2.40483177,-4.04109351,-1.345587159,-3.327519087,-2.392063713,-2.423371579,-3.480078955,-1.870495819,-5.287084415,-2.97079078,8.148904792,6.570584547,5.694313557,7.081182642,7.187416581,-1.835384131,-1.713142445,-1.338894861,1.392060247,-1.877846483,-1.905391655,-0.364945073,-1.065735705,-1.228303377,-1.713792819,-4.431225909,-1.743442479,0.082012712,0.808616676,-3.132914211,2.301784734,1.413038537,0.932617451,0.208867061,1.635898673,0.051953713,-2.46062845,-0.83631398,-2.005475477,-0.906421086,8.417157693,9.244576567,-2.822301952,6.170369493,6.428886166,-3.827905664,-2.691587719,-3.627784673,-3.983130736,-1.094426845,-4.015434026,-3.57123951,-2.362444071,-6.757794818,-3.26872014,-3.077496309,-5.251385546,-2.921112172,-4.988421528,-3.539018384,-5.448650237,-4.513762163,-4.043127598,-3.211705111,-4.013504982,-1.642989299,-3.59141242,-2.629224521,-0.721564846,0.460349453,4.288363535,-1.794541842,1.463945053,4.253369225,6.092010317,2.935012945,1.270293558,2.85312627,2.23930162,3.316591519,-1.979449847,-4.443645202,7.525589146,0.808037171,-6.21934003,7.404767392,6.681425036,7.192515928,6.556994685,7.142456368,-0.679958635,-2.775415971,-1.551573995,-0.275169604,-1.915379251,-0.023183823,-0.885668462,-3.563669775,-0.270378479,-0.797049985,2.151201445,1.11693524,2.16417757,1.639325054,0.203023354,6.792687953,3.799936726,7.235002617,7.064560573,6.40723807,5.597261987,-5.071548286,0.269811195,6.035588424,6.222447658,4.005646734,0.443467178,-0.86915979,-4.904962625,2.690117448
Atopobium_vaginae,1.620941215,1.167226811,-0.181195884,-3.006671107,1.888886835,4.287265918,1.604289356,1.044383868,-2.677075327,-0.678898922,-1.534824667,1.25955598,-0.642447555,-0.990033789,2.651040198,-4.82103651,0.117896011,-1.65868778,-0.027999009,-0.811516598,1.891950057,1.708431264,1.183018538,1.15472906,-3.627063895,1.598531106,0.447103627,-1.665535929,2.432331154,0.644557363,-4.170243375,-4.243853073,-4.673431893,2.035548702,-2.766809524,-0.669209932,-4.278881736,-3.943538761,3.842788317,-0.387134957,1.547509487,0.63527841,1.386613573,1.34470804,1.724791354,-5.264495681,-3.210946158,1.261711895,-1.936036959,-5.08345096,0.019575131,0.086378254,4.432767817,0.700076611,-1.552139401,3.062661195,2.903880807,4.245924468,4.31888242,2.638320495,1.815552361,0.208108133,0.646405398,-0.365008088,1.171578344,-0.609596045,0.605597606,-1.170456061,-2.800963979,-1.893860815,1.936001412,-0.351414437,-2.251014799,-2.376693356,-3.621133526,-2.412218048,4.973402788,4.96458971,4.792273229,3.925637282,4.340020507,2.52626267,0.704241604,3.906164136,4.731522522,5.530881857,5.028271134,5.97871624,3.985397688,5.331241768,2.991491771,-1.638120919,3.027658835,1.605565093,-0.854535605,3.783508793,2.844318038,2.839894916,0.882543123,5.301597471,-0.705681773,2.254061899,-2.626486373,-0.407486378,1.789770047,8.742772537,2.22881798,8.542093945,9.322944934,7.843315587,-4.396504653,-3.830966629,0.693923285,-4.564133812,-5.967499031,7.639057805,6.909480052,2.643978156,1.21396072,0.630880192,1.605141345,3.062633037,1.326218177,3.78746072,-0.53350993,3.194609811,2.942685995,4.038321094,3.495734271,6.022977593,5.046416215,3.904153347,2.667396958,3.574463125,5.480382842,5.249476334,2.988306466,4.61286492,3.315975977,4.858855989,4.113518086,5.614588294,5.155818641,4.418642039,3.86814503,3.750625236,3.40960628,4.566454862,3.061770434,2.102527303,1.760011898,0.322811506,1.68647034,0.78506297,1.598462392,-4.079530597,-2.862972361,-3.969266469,-2.801878275,-4.142067527,1.080893229,2.206256708,1.454459581,2.028320889,-0.152353969,-0.334396995,1.67391426,-0.889151896,0.26497015,-0.548201341,7.627351747,7.665324799,3.414157334,7.803222056,8.266290331,6.231513909,5.988659546,2.929525599,6.114641433,6.136866885,1.93144691,2.906817065,1.589917411,0.887180123,0.324498654,1.830582324,-1.262340795,0.276535489,-2.185037777,-4.054487257,-4.131459491,0.433646791,1.363292179,-5.075465133,2.17503173,3.78253485,-0.149723678,0.05498587,0.686927813,2.115322724
Streptococcus_anginosus,1.486765621,-3.165671117,2.590540143,-0.631060879,-2.755407906,-0.172874739,-3.042365588,0.206006442,1.377461084,-0.366473966,3.732462993,1.069406752,4.196173096,4.552620337,-0.631213458,1.424248992,-0.71762315,3.574423476,5.771644834,1.799059848,-1.040414776,2.912764914,-0.21515519,0.576238934,-1.011907441,1.579849806,3.864878016,4.229285603,3.001901354,6.694393389,-5.393527124,1.916657514,-6.162265894,2.035548702,-1.229942305,2.815400147,-1.794804617,0.903252724,-2.964123381,-1.096595713,0.082803956,1.848533984,-0.453475025,0.934266407,0.732280566,2.3993391,-3.927082857,-3.258818583,-2.611165634,0.980923748,0.746519692,1.398027722,-4.21522517,-1.020562396,-1.248896373,0.623106417,1.542203099,-2.628617722,-1.245459785,-3.563500159,0.630323639,4.225992132,2.353368653,-0.469676287,-0.595242892,0.083551136,-0.36549565,3.77160399,1.421690032,1.656284407,4.830111666,-5.263953217,-3.518669593,-5.837788879,-4.587749342,-4.538559374,-2.895536002,-0.146049779,-0.835878101,0.164232084,-2.473906842,-1.775114451,-1.651247766,-4.370164148,-4.078976938,-2.63694568,-1.892405593,-2.557042316,-1.76393917,-3.114628001,2.991491771,-1.959393936,-2.389587629,-2.350394025,-4.378873429,-3.684600656,-0.413049855,-1.870264493,0.614909528,-1.601200696,5.080231345,3.853406324,3.639433162,5.242734245,-0.398412711,-3.719796683,-2.88222081,-2.835859239,-1.552017267,-0.443017205,2.141707374,2.181250978,0.693923285,-4.792636114,-5.481234881,-0.650082415,3.346782069,1.127958186,7.164276952,2.757388683,1.548710165,2.591320063,2.278693754,1.84197117,1.73129542,1.97449179,-2.980054412,-2.758630796,1.074731439,1.223268336,-2.359905007,-2.886140663,-3.091231878,-2.488061136,1.803935455,-1.501959948,-3.016938258,-0.101928153,-3.488850093,-2.397087221,-0.519447903,0.341437798,-1.94871744,2.973615071,-0.749986533,1.573414576,-2.953587106,-2.07347721,-1.577487359,-0.535276157,2.163713793,1.654671679,-3.109914585,1.477076877,3.160410911,0.462013893,-0.637192679,-0.590047994,1.030895359,-0.83373683,6.775567477,8.179964834,-3.139536554,8.034715938,5.809910239,1.984498808,1.599663949,1.582673003,3.411981733,1.936543995,-2.558605465,-1.648869974,-0.319813668,-2.687845387,-0.578289047,-3.46972366,-3.163741284,-4.205751477,-3.003931087,-3.72167325,-0.746572798,3.555247564,1.463852142,2.870320584,0.038768464,1.7571941,-1.557384864,-2.947206525,3.394994898,-2.320966115,0.258017296,-1.348470122,0.227846732,-0.173043424,-0.567599057,0.271033734,0.443467178,1.044497501,1.06701837,-2.518797514
BVAB1,-1.189636739,2.12973218,0.687677786,-0.904756709,-3.377459165,2.32593715,2.849985515,3.219974319,-0.846743583,0.481285774,-1.416979928,2.937612218,-0.39223001,1.892528545,3.100549468,2.2875274,1.141054179,-0.735094992,-2.148629037,-0.420355478,1.531113027,3.0537063,1.820542561,1.885374809,4.209985335,-2.100461042,-0.923958431,-0.508494934,-1.599197075,1.532646069,-3.419368726,-2.814000738,-3.147928432,-5.257066255,-2.194418545,-1.420758798,3.763459437,-3.674518488,5.673759806,1.367442281,3.423893889,2.410587014,3.246509044,2.266852661,3.535982183,-3.87480573,-2.166822055,1.261711895,0.244209282,0.980923748,0.207091505,1.118876735,1.178127689,-0.28831249,-2.885960352,4.852184169,4.764157489,6.730820626,6.690561496,6.008392264,2.05842683,1.739284889,2.095283987,0.588160197,2.940773667,-1.276696516,-1.4762293,-0.087491809,-0.735005787,-1.418599945,2.676684094,-2.641320767,-1.677902545,-2.186649753,-1.099733254,-0.383482715,0.735478284,1.895547237,1.761280159,1.797929202,-0.083654196,4.772527321,5.165496889,5.730443155,5.301238543,5.407855377,3.344052162,5.352333583,3.343911537,6.514782008,-0.056745014,1.616873098,0.01367184,2.694894994,1.08173641,6.524172646,1.653283911,4.691690752,1.5011562,2.018688088,-1.03867984,-0.382717074,-0.263284225,-1.634122027,-1.235149427,5.105997113,2.987191175,4.034698088,4.345570621,3.716717819,-2.86749399,-2.624539835,-1.731123322,-0.580340482,-2.207443298,4.917438754,3.185766207,1.648568296,1.989315566,2.955880681,-3.198221409,-2.000781358,0.718855805,-2.040374024,-0.624666367,-0.169864394,3.801079743,3.894529197,1.836407416,3.852473494,5.792683752,6.910016838,3.736536768,3.730845067,2.020043356,1.158705731,0.267123715,1.670360462,0.182471277,1.212995943,3.267000176,3.624095483,6.176815927,5.025740792,4.068969809,3.795343412,6.640904409,2.057204888,2.344488722,2.914665793,4.059096878,1.478325591,3.942255388,3.065060088,3.947138742,-4.121494796,-1.021867018,-3.388144476,-2.923239132,-2.09882375,1.542689761,2.798509291,2.626884684,2.619013939,0.261268073,2.023014289,0.811132679,1.637514928,0.562105751,1.930901717,2.810459482,2.763018129,-0.409466418,3.165729763,3.498772528,1.809654093,1.347550764,0.326521193,2.010383427,1.561717958,3.899750389,2.672764017,3.584760025,3.047840222,1.741325914,3.044096182,1.370263695,3.00003467,-1.715405136,-3.728555303,-2.141836627,4.19577657,2.56075165,-2.218773908,2.424954428,3.060819256,0.443467178,0.379396152,-4.481035454,2.690117448
Prevotella_bivia,5.562908486,4.339314931,1.076744498,2.48506448,3.961566559,3.926253936,2.465231717,1.431363145,2.908990121,0.72973117,3.260113833,3.372431334,5.741357891,2.3984527,4.605763003,2.069147499,2.004822033,3.610781541,6.303807072,-1.95236165,2.77197587,3.449998278,0.718184401,1.179919291,0.174207746,5.401078215,5.707720391,6.103955462,4.862770433,6.050440715,3.445345989,3.501503104,4.486875318,-0.299866042,2.375612516,5.218771687,1.877338044,1.602693192,1.952700387,-1.64313942,1.831234532,3.296240362,1.72305785,1.012487629,2.478865246,-3.711016422,-0.384632036,-2.057765488,1.484675823,0.980923748,0.449732852,1.338160554,-1.04780166,-1.441483763,-0.943658144,-0.465376052,0.496486969,0.888068666,1.909268708,1.983774168,2.988746755,1.542717993,4.065351048,4.467112808,3.428127602,0.153931933,2.846824866,3.306206721,0.5053993,0.096650753,0.701372231,0.677021037,1.333164447,1.736770873,0.857494284,1.405051214,2.638333053,2.954121411,3.594752142,1.958034812,5.17385126,1.787242326,1.182420974,2.202132064,1.630520426,1.576243084,1.667150307,1.872994104,1.899456869,1.543620957,3.038545162,5.997763793,1.491746912,-0.174808623,3.189700799,1.125327813,1.054483107,1.536224999,0.684397833,2.04706867,4.120548698,-0.190005115,-2.138590748,-0.043648107,-0.787233434,3.00289197,2.46889507,3.124994539,3.052540487,4.56306016,2.077281021,1.50232886,2.640723858,5.586631505,2.328470895,0.773456119,1.900295656,1.070662561,5.286930554,2.355190687,-0.443774283,-3.316458152,1.622963001,-1.243818858,-0.067577269,4.486989464,1.884982416,3.401678145,5.653853471,0.62779099,2.886499148,1.471592633,2.0126773,2.573014673,2.83688218,0.676690601,1.755420595,1.24876623,2.299533814,2.287183583,0.563620545,0.895780876,0.834083248,2.371607055,0.357618471,1.958520823,0.28782192,6.716073486,4.282613402,1.488622482,-1.346938582,4.380491644,-2.725884758,2.406043088,0.039746608,-1.908521862,-2.282998236,-3.861192248,-0.644594247,0.290277156,4.117321792,2.971748767,3.957140324,3.473409647,5.488502021,3.658913005,2.336741444,1.795285448,4.345903964,4.749903414,1.511640021,3.354089902,1.772449018,2.606315365,0.533608513,2.160148284,0.995693774,1.509223538,2.054096193,1.668241433,-0.422600724,1.736883545,0.617222353,-0.524417358,1.159287429,1.49352629,2.839007909,-1.018871521,4.960490586,0.91922389,0.979394488,2.112247349,-5.456569812,0.960660184,4.099504458,2.836985098,-4.036283566,2.268302163,-1.990049759,3.492604706
